Dates,ACCOUNTS_RECEIVABLE_GROWTH,ACCOUNTS_PAYABLE_GROWTH_1YR,ACTUAL_SALES_PER_EMPL,ASSET_GROWTH,BS_CUR_ASSET_REPORT,BS_CUR_LIAB,BS_FUTURE_MIN_OPER_LEASE_OBLIG,BS_NUM_OF_TSY_SH,BS_OPTIONS_OUTSTANDING,BS_PENSION_RSRV,BS_SH_OUT,BS_TOT_CAP,BS_TOT_COM_PAPER_ISSUED,BS_TOT_LIAB2,BS_TOT_NON_CUR_ASSET,BS_TOTAL_LINE_OF_CREDIT,BVPS_GROWTH,CAP_EXPEND_RATIO,CASH_CONVERSION_CYCLE,CASH_FLOW_GROWTH,CASH_FLOW_TO_FIRM_1_YEAR_GROWTH,CASH_FLOW_TO_NET_INC,CASH_FLOW_TO_TOT_LIAB,CASH_RATIO,CF_CASH_FROM_INV_ACT,CF_CASH_FROM_OPER,CF_FREE_CASH_FLOW,CF_FREE_CASH_FLOW_FIRM,CF_NET_CASH_PAID_FOR_AQUIS,CF_NET_CHNG_CASH,CFF_ACTIVITIES_DETAILED,CFO_TO_AVG_CURRENT_LIABILITIES,COM_EQY_TO_TOT_ASSET,CUR_RATIO,DILUTED_EPS_AFT_XO_ITEMS_GROWTH,DILUTED_EPS_BEF_XO_ITEMS_GROWTH,DILUTED_EV,DILUTED_MKT_CAP,DIVIDEND_PER_SHARE_1_YEAR_GROWTH,DVD_PAYOUT_RATIO,EARN_FOR_COM_GROWTH,EARN_FOR_COMMON,EBITA,EBITDA,EBITDA_MARGIN,EBITDA_TO_INTEREST_EXPN,EBITDA_TO_REVENUE,EFF_TAX_RATE,EMPL_GROWTH,ENTERPRISE_VALUE,EQTY_BEF_MINORITY_INT_DETAILED,EQY_DPS,EV_TO_SH_OUT,EV_TO_T12M_CASH_FLOW_FIRM,EV_TO_T12M_EBIT,EV_TO_T12M_EBITDA,EV_TO_T12M_FREE_CASH_FLOW_FIRM,EV_TO_T12M_SALES,FREE_CASH_FLOW_EQUITY,FREE_CASH_FLOW_PER_SH,GROSS_MARGIN,GROSS_PROFIT,GROWTH_IN_CAP,HISTORICAL_MARKET_CAP,INC_BEF_XO_ITEMS_TO_NET_SALES,INCREMENTAL_OPERATING_MARGIN,INVENTORY_GROWTH,IS_AVG_NUM_SH_FOR_EPS,IS_BASIC_EPS_CONT_OPS,IS_CAP_INT_EXP,IS_DEPR_EXP,IS_DIL_EPS_BEF_XO,IS_DIL_EPS_CONT_OPS,IS_DILUTED_EPS,IS_EARN_BEF_XO_ITEMS_PER_SH,IS_EPS,IS_INC_BEF_XO_ITEM,IS_INT_EXPENSE,IS_OPER_INC,IS_SH_FOR_DILUTED_EPS,IS_TOT_CASH_COM_DVD,MODIFIED_WORK_CAP_GROWTH,NET_CHANGE_IN_CASH_1_YEAR_GROWTH,NET_DEBT,NET_DEBT_PCT_OF_TOT_CAPITAL,NET_DEBT_TO_EBIT,NET_DEBT_TO_EBITDA,NET_DEBT_TO_SHRHLDR_EQTY,NET_FIXED_ASSETS_1_YEAR_GROWTH,NET_INCOME,NET_INCOME_TO_COMMON_MARGIN,NI_INCLUDING_MINORITY_INT_RATIO,NON_CUR_LIAB,NUM_OF_EMPLOYEES,OPER_INC_GROWTH,OPER_INC_TO_INT_EXP,OPER_MARGIN,PE_RATIO,PRETAX_INC,PRETAX_INC_TO_NET_SALES,PROF_MARGIN,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_CASH_FLOW,PX_TO_FREE_CASH_FLOW,PX_TO_SALES_RATIO,QUICK_RATIO,RETURN_COM_EQY,RETURN_ON_ASSET,RETURN_ON_CAP,RETURN_ON_INV_CAPITAL,RR_DIL_EPS_CONT_OPS_GROWTH,SALES_GROWTH,SHORT_AND_LONG_TERM_DEBT,SUSTAIN_GROWTH_RT,TCE_RATIO,TOT_CAP_EXPEND_GROWTH,TOT_DEBT_TO_EBITDA,TOT_DEBT_TO_TOT_ASSET,TOT_DEBT_TO_TOT_CAP,TOT_DEBT_TO_TOT_EQY,TOT_LIAB_AND_EQY,TOTAL_CAPITAL_5_YEAR_GROWTH,TOTAL_DEBT_TO_EBIT,TOTAL_DEBT_TO_EV,TOTAL_EQUITY_1_YEAR_GROWTH,TRAIL_12M_NET_SALES,WORK_CAP_GROWTH
12/26/2009,1.2883,7.9449,57229.5567,3.2018,45697,34575,5830,852.6997,0.074,15216,1282.3477,45963,2038,83059,59511,10000,66.9285,5.8509,59.5805,1.1172,0.2163,1.7051,25.0689,0.4043,-699,4435,3677,3737.6777,824,286,-3369,0.5784,20.9423,1.3217,15.8824,15.8824,176992.4804,169495.2,10,27.6048,13.3333,2601,3077,4001,22.7958,48.7927,17.5037,26.0028,0.2394,174414.0865,22033,0.55,136.0115,8.274,10.1907,7.8956,9.9814,1.7999,4158,2.8259,43.6477,9977,8.1813,164461.0865,11.3789,9.0671,-8.5176,1301.2,1.9563,0,924,1.97,1.9281,1.97,2,2,2601,82,2791,1321.6,718,-2.1944,-11.2747,9837,30.7541,0.5748,0.4453,44.4128,0.8232,2601,11.3789,2601,48484,399409,3.8705,34.0366,12.2102,12.3534,3515,15.3775,11.3789,122.4998,7.4643,8.1107,9.8099,1.7423,1.0523,77.0668,13.2569,31.6311,23.2043,13.8358,5.283,23814,55.7927,-1.8041,26.5442,1.078,22.6352,51.8112,107.5173,105208,-2.9302,1.3914,0.1365,61.7542,96904,69.2846
3/27/2010,-1.4332,23.2408,59397.7602,-0.2267,44895,34993,5830,883.8021,0.0508,14598,1261.2781,45464,2250,82244,58525,10000,42.319,4.5483,57.3029,-20.5653,-20.395,1.1122,24.1319,0.3498,-1946,3766,2938,3004.6098,185,-2147,-3746,0.5558,20.3626,1.283,12.5,12.5,170111.3257,160116.516,18.1818,24.6013,9.1202,3386,4557,5456,22.8717,60.6222,22.9978,25.9891,0.2394,167906.6163,21059,0.65,133.1242,8.3546,9.6743,7.5389,10.2578,1.7243,3187,2.2978,45.5615,10809,7.5104,155742.6163,14.2725,50.8439,-3.5674,1278.6,2.6093,4,899,2.61,2.5716,2.61,2.65,2.65,3386,90,4273,1296.7,833,-9.1543,-248.539,12047,36.261,0.6941,0.5409,56.8899,-2.9682,3386,14.2725,3386,47251,399409,5.9772,47.4778,18.0113,11.6589,4575,19.2843,14.2725,117.9437,7.3955,8.1329,10.0163,1.6546,0.9886,76.9197,13.5352,32.5112,23.8311,8.8598,2.0387,24288,57.9965,-2.5028,17.4468,1.0905,23.4848,53.4225,114.6959,103420,-3.3264,1.3994,0.1447,36.8578,97378,23.6977
6/26/2010,4.1976,15.2807,60767.2837,3.375,44469,35443,5830,910.1818,0.002,15145,1242.3611,47231,1600,84816,62705,10000,27.8182,5.2796,57.41,-12.4471,-12.0888,1.268,22.6372,0.3128,-1780,4551,3689,3761.9004,1984,-466,-3456,0.5614,20.7485,1.2547,17.5,17.5,182895.0389,170733.392,18.1818,22.7919,11.6677,3589,4677,5591,22.8755,58.8526,23.0357,23.2628,0.2394,180558.3231,22237,0.65,145.3348,9.2777,10.273,8.0473,11.5097,1.8409,3907,2.939,45.3257,11001,14.4328,166650.3231,14.7872,31.2057,3.26,1255.2,2.829,1,914,2.82,2.7901,2.82,2.86,2.86,3589,95,4388,1272.8,818,0.4422,78.2953,13787,38.1436,0.7844,0.6145,61.6647,-1.2686,3589,14.7872,3589,49373,399409,5.2783,46.1895,18.0792,12.2643,4677,19.2699,14.7872,128.1257,7.4943,9.0207,11.2273,1.7624,0.9704,70.8259,13.6486,33.1066,23.6152,14.1747,2.9916,24873,54.6834,-4.3145,5.508,1.1086,23.2081,52.6624,111.2488,107174,-1.7756,1.4152,0.1378,20.8998,98083,-13.9151
9/25/2010,5.6179,4.9489,67999.8407,4.0634,48116,40562,5417,933.8065,39.1977,15978,1227.9935,50050,1144,90280,65336,10000,8.219,3.9119,61.4426,5.3815,5.5768,1.2926,21.6515,0.2872,-4082,6795,5058,5135.0976,2929,802,-1859,0.5106,20.3134,1.1862,16.4345,16.4345,198232.8213,184682.784,18.1818,15.37,9.225,5257,7012,7932,23.0095,77.7647,27.3338,24.4141,7.1014,195573.3325,23046,0.65,159.2625,9.8652,10.7754,8.5106,12.5051,1.9582,7230,4.0787,49.0265,14227,8.2466,180220.3325,18.1157,32.085,-1.7248,1240.1,4.2052,0,920,4.18,4.1465,4.18,4.24,4.24,5257,102,6698,1258.4,808,4.9742,-69.7587,15227,39.6547,0.839,0.6626,65.7129,-0.4871,5257,18.1157,5257,49718,426751,9.373,65.6667,23.0814,12.8328,6955,23.9671,18.1157,140.1799,7.82,9.4936,12.0876,1.8611,0.9551,64.9388,13.3346,31.3864,24.1433,13.6747,6.57,26878,54.9577,-6.5757,30.9955,1.1696,23.6911,53.7023,115.9934,113452,-2.1301,1.4809,0.1374,1.8326,99872,-41.5913
12/25/2010,9.3988,6.3357,57661.2591,7.3683,47523,40388,5417,957.9883,39.1977,15995,1211.2002,51124,3300,90185,65437,10000,8.9399,3.7844,57.5413,-14.4983,-14.1007,1.3245,20.9614,0.3279,498,3792,2790,2859.7561,51,2102,-2314,0.5044,20.0699,1.1767,17.2589,17.2589,215594.9386,202206.8,18.1818,27.7681,10.073,2863,3755,4673,23.2747,50.2473,18.9905,24.9935,6.8456,212718.4165,22671,0.65,175.6261,11.0846,11.3124,8.9937,14.4104,2.0933,4527,2.2828,44.1257,10858,11.2286,197510.4165,11.6349,37.3928,0.9905,1222.2,2.3587,0,918,2.31,2.3259,2.31,2.34,2.34,2863,93,3445,1240,795,9.3027,634.965,15104,39.8743,0.8032,0.6386,66.3183,2.659,2863,11.6349,2863,49797,426751,23.4325,37.043,14.0001,13.7796,3817,15.5118,11.6349,155.7586,8.712,10.7615,14.0599,2.0027,0.9349,67.5331,13.838,31.6859,25.7741,20.6343,7.6516,28349,48.7805,-7.1959,32.19,1.1986,25.0965,55.4515,124.4742,112960,-1.5285,1.5076,0.1333,2.8263,101621,-35.8479
3/26/2011,12.9832,-1.6729,62486.0867,9.7215,46937,39843,5417,981.3164,39.1977,16014,1194.2782,51027,2013,90263,66537,10000,15.981,4.0406,53.2131,13.6219,13.5455,1.1678,21.5116,0.2953,-584,4279,3220,3292.755,108,-1048,-4903,0.5189,20.3809,1.178,14.9425,14.9425,223837.2879,209531.17,15.3846,24.6998,8.2103,3664,5095,5993,23.1334,61.7835,22.4743,24.9949,6.8456,221014.4278,23127,0.75,185.0611,11.2136,11.4414,9.137,14.6858,2.1137,2771,2.6726,46.4449,12385,12.2361,204878.4278,13.7403,17.4371,-0.8478,1204.8,3.1216,3,898,3,3.0793,3,3.04,3.04,3664,97,4786,1221.4,905,16.9414,51.1877,16052,40.8833,0.831,0.6636,69.1569,5.2091,3664,13.7403,3664,50420,426751,12.0056,49.3402,17.9479,13.8999,4885,18.3192,13.7403,163.8584,8.8588,10.8856,14.328,2.0182,0.9291,69.5831,14.1756,32.4706,26.9702,19.7426,12.4009,27816,52.3962,-6.7175,27.8986,1.1499,24.5131,54.5123,119.8397,113474,-1.6055,1.44,0.1259,9.6099,104563,-28.3579
6/25/2011,2.3811,0.127,61293.3537,2.7843,45372,36028,5417,1000.5008,39.1977,15375,1178.6182,50623,1150,87780,64786,10000,5.6643,4.6837,52.3576,2.8126,2.9588,1.2188,22.2659,0.3137,-805,4679,3680,3761.7133,64,-411,-3669,0.5469,20.2355,1.2594,13.1206,13.1206,225960.4026,210700.863,15.3846,23.2613,6.9657,3839,5272,6157,23.2553,57.5421,23.5386,23.6324,6.8456,223133.959,22291,0.75,189.3183,11.2431,11.2161,9.0137,14.8268,2.0962,4015,3.0961,46.5382,12173,7.1817,206104.959,14.6768,30.5938,1.2933,1188.6,3.2418,3,885,3.19,3.2018,3.19,3.23,3.23,3839,107,4965,1204.9,893,3.0763,11.8026,16942,43.0875,0.8516,0.6844,75.7083,-0.8709,3839,14.6768,3839,51752,426751,13.1495,46.4019,18.9815,13.7115,5027,19.2186,14.6768,167.1824,9.2461,10.8816,14.4161,1.9946,0.9761,70.1716,14.3771,32.5472,27.5931,14.755,7.7706,28245,53.8488,-6.8786,15.8933,1.141,25.6404,55.7948,126.2177,110158,-2.0821,1.4198,0.1266,0.0895,106449,3.5232
9/24/2011,3.6507,9.1363,68040.1143,2.6275,50928,42124,5562,1019.2873,20.6623,18374,1163.1826,49671,2300,96198,65505,10000,-7.7494,6.7719,58.0635,4.4444,4.5247,1.2927,20.6314,0.283,-3505,7097,6049,6135.0407,1588,619,-2810,0.4801,17.2958,1.209,10.5263,10.5263,234507.6899,218578.156,15.3846,16.0291,4.4322,5490,7391,8279,23.4782,72.6228,28.0777,24.5257,1.5491,231497.0099,20138,0.75,199.0204,11.4845,11.4111,9.2223,14.4241,2.1652,7404,5.1604,49.9288,14722,-0.7572,213886.0099,18.619,84.1542,5.9184,1172.2,4.8563,2,888,4.62,4.7904,4.62,4.68,4.68,5490,114,7091,1188.7,880,1.9368,-22.818,17514,46.3959,0.8633,0.6977,86.553,-1.5111,5490,18.619,5490,54074,433362,5.8674,62.2018,24.0487,13.7251,7274,24.6693,18.619,175.6356,10.621,11.047,13.9178,2.0562,0.9496,73.4346,13.7947,32.423,27.2548,15.5275,1.6093,29436,61.6637,-10.9032,-39.6661,1.1727,25.2815,59.2619,145.4707,116433,-0.5999,1.451,0.1272,-12.6748,106916,16.5475
12/31/2011,2.6884,9.9155,56933.9259,2.1131,48847,38209,5562,1034.6742,20.6623,17579,1153.4844,50486,300,94564,66500,10000,-4.1207,4.5795,56.5005,13.1593,13.3919,1.3995,21.5156,0.3228,-2230,4291,3354,3441.9197,1319,-87,-2315,0.5177,17.9467,1.2784,12.987,12.987,261259.8697,244996.83,15.3846,28.3757,7.0905,3066,3941,4788,23.5713,43.5273,19.4058,20.073,1.5491,258124.5188,20701,0.75,223.7781,12.4861,12.608,10.2361,15.5217,2.4128,4400,2.8936,45.0614,11118,-1.2479,240674.5188,12.4265,281.8182,8.0424,1159.1,2.8354,9,847,2.61,2.7978,2.61,2.65,2.65,3066,110,3631,1174.2,870,0.9599,-22.818,17368,45.5244,0.8483,0.6887,83.5683,-1.844,3066,12.4265,3066,56355,433362,5.3991,33.0091,14.7165,15.0441,3836,15.5474,12.4265,199.295,11.6262,12.0994,15.0947,2.3035,0.9816,74.0524,14.0679,32.2526,28.2789,20.2888,0.2682,29703,53.0395,-12.3555,-6.487,1.1779,25.751,58.8341,142.9197,115347,-0.4953,1.4508,0.1151,-8.7464,106982,49.096
3/31/2012,-0.396,5.2025,59495.2949,0.3155,47393,38903,5562,1049.7881,20.6623,16544,1142.7746,51308,250,93269,66439,10000,-7.4951,3.7028,56.7261,3.6691,3.9577,1.143,21.9827,0.2876,-1684,4436,3238,3325.9824,606,-971,-3363,0.5207,17.9835,1.2182,11.3333,11.3333,245663.1673,227244.402,13.3333,25.1997,5.9225,3881,5174,6033,23.8051,51.5641,23.3991,24.8014,1.5491,243153.8551,20471,0.85,212.775,11.6646,11.8358,9.6272,14.5921,2.2918,3621,2.8181,47.6322,12281,0.5507,223503.8551,15.0526,281.8182,7.1901,1149,3.5183,5,859,3.34,3.479,3.34,3.38,3.38,3881,117,4857,1161.9,978,-1.3758,7.3473,19558,48.7475,0.952,0.7744,95.1126,-2.6266,3881,15.0526,3881,54366,433362,1.4835,41.5128,18.838,13.7067,5161,20.0171,15.0526,186.811,10.9181,11.1418,14.0018,2.1519,0.9341,74.664,14.3208,32.4784,28.4682,12.9803,-3.3113,30745,55.8489,-13.2472,13.1256,1.2173,27.0091,59.9224,149.5161,113832,-0.0657,1.4965,0.1264,-11.4084,106099,19.6786
6/30/2012,3.4906,-0.1128,57104.6838,5.1027,48141,39499,5562,1064.8595,20.6623,16682,1129.9325,53605,0,94112,67638,10000,0.7992,4.7656,55.0217,-3.5478,-3.2403,1.1802,21.6094,0.3102,-998,4513,3566,3659.4521,341,1045,-2507,0.5385,18.6053,1.2188,4.3887,4.3887,256708.5913,238422.285,13.3333,25.3138,-0.3907,3824,4615,5481,23.48,44.2016,22.1481,24.6354,1.5491,254214.488,21541,0.85,224.982,12.2861,12.7945,10.3419,15.35,2.4283,4791,3.1358,47.4078,11732,5.8906,234404.488,15.4524,-47.8723,-2.8915,1137.2,3.7524,2,866,3.33,3.7156,3.33,3.36,3.36,3824,124,4290,1149.3,968,3.9313,7.3473,19684,47.6022,0.9907,0.8008,90.8478,1.0153,3824,15.4524,3824,54613,433362,-13.5952,34.5968,17.3354,14.0332,5074,20.5035,15.4524,198.1488,10.8818,11.7965,14.8095,2.2887,0.9355,74.1969,14.3943,31.8825,27.5099,16.0486,-5.3905,31938,55.4149,-12.2629,-5.2052,1.2993,27.5853,59.5803,147.4039,115779,-0.8236,1.6074,0.1256,-3.1772,104689,-7.5128
9/29/2012,2.2258,-6.6338,67482.4869,2.3876,49433,43625,5739,1080.1935,11.3897,20418,1117.3677,49218,1800,100229,69780,10000,-2.5062,6.346,60.0017,-10.5819,-10.5331,1.0879,19.5413,0.2551,-951,6346,5346,5426.4449,1456,1644,-3791,0.4568,15.8204,1.1331,11.039,11.039,235487.3026,217677.42,13.3333,16.4067,6.2477,5833,7998,8818,24.0367,81.6481,30.0915,25.514,0.204,233260.7783,18860,0.85,208.7592,11.7017,11.4097,9.2859,14.7149,2.232,5354,4.7533,51.7574,15167,-0.912,214031.7783,19.9051,-47.8723,-11.869,1124.7,5.2444,2,820,5.13,5.1875,5.13,5.19,5.19,5833,108,7666,1136.4,957,3.9805,165.5897,19105,50.1588,0.9345,0.7605,100.6374,0.8211,5833,19.9051,5833,56604,434246,8.1089,70.9815,26.1603,12.6186,7831,26.7233,19.9051,182.9617,11.3485,11.1537,14.0838,2.0925,0.9131,85.1531,14.0923,34.2848,28.7895,8.2907,-0.6172,30234,71.1823,-16.4472,-4.5802,1.2036,25.3613,61.4287,159.2604,119213,-5.0405,1.4789,0.1296,-6.1824,104507,-34.03
12/29/2012,4.1832,-2.8722,50124.7337,1.6567,48949,42122,5739,1092.4929,11.3897,19069,1108.7944,50843,300,98044,68309,10000,-4.0553,5.6345,58.2548,-6.2456,-6.3231,1.3268,19.7034,0.2847,-1013,4023,3309,3388.0372,58,173,-2716,0.481,16.282,1.1621,3.4483,3.4483,258452.1574,239749.2,13.3333,31.2665,-1.1089,3032,3788,4610,24.1588,49.0426,19.6941,15.9179,7.7609,256264.8447,19092,0.85,231.1203,13.037,12.6426,10.2744,16.2216,2.4822,3901,2.9712,45.6169,10678,0.7071,236505.8447,12.9528,-13.7549,-12.0915,1113.7,2.9208,15,822,2.7,2.8965,2.7,2.72,2.72,3032,94,3457,1124,948,4.549,165.5897,19637,50.5444,0.9688,0.7873,102.2015,-2.5025,3032,12.9528,3032,55922,466995,-4.7921,36.7766,14.7685,13.9607,3606,15.405,12.9528,203.7365,12.3877,12.4854,15.594,2.3369,0.9073,83.281,14.2473,33.3739,28.8818,3.5277,-5.1271,31629,57.2419,-15.9916,-23.7994,1.2681,26.9739,62.2092,164.6143,117258,-4.4728,1.5604,0.1234,-7.5494,103242,-35.8244
3/30/2013,7.0923,-8.8345,57396.0382,1.1605,47911,41037,5739,1109.5028,11.3897,17962,1095.4258,49779,0,97270,67242,10000,-9.5135,3.6907,60.7783,-28.4491,-28.1542,0.9839,18.5628,0.2524,-863,3174,2314,2390.2905,121,-1027,-3326,0.4517,15.4195,1.1675,-12.8743,-12.8743,232629.1864,212017.434,11.7647,32.4861,-16.8771,3226,4230,5040,23.3916,51.4286,20.2215,22.1525,0.204,231012.8288,17756,0.95,210.8886,12.5669,11.959,9.646,15.5442,2.2564,3345,2.1019,48.676,12132,-2.98,209346.8288,12.9433,-110.943,-13.4155,1100.9,3.6925,2,810,2.91,3.6664,2.91,2.93,2.93,3226,98,3904,1109.4,1048,10.1566,-5.7673,21539,54.637,1.115,0.8994,120.444,-3.6711,3226,12.9433,3226,56233,434246,-19.6212,39.8367,15.6636,12.3568,4144,16.6265,12.9433,182.5414,11.7902,11.8655,14.7437,2.0892,0.9088,83.2658,13.9005,32.1341,28.1725,5.3854,-3.3317,31896,56.216,-17.5029,-28.2137,1.3318,27.6988,64.0752,178.3593,115153,-4.4485,1.6512,0.1381,-13.0331,102383,-19.0342
