N.rows,expr,time
10,tidyfast::dt_pivot_longer-4,19485600
10,stats::reshape-4,77586080
10,tidyr::pivot_longer-4,30586800
10,utils::stack-4,10535720
10,data.table::melt-0,966040
10,nc::capture_melt_single-0,15675280
10,reshape2::melt-4,4038640
10,data.table::melt-0,586480
10,cdata::unpivot_to_blocks-4,62840320
10,cdata::unpivot_to_blocks-4,29522280
10,nc::capture_melt_single-4,9373520
10,data.table::melt-0,526920
10,data.table::melt-0,441040
10,stats::reshape-0,44986480
10,stats::reshape-0,46299160
10,utils::stack-4,8542560
10,utils::stack-4,8458800
10,utils::stack-0,2769040
10,reshape2::melt-0,2679360
10,tidyfast::dt_pivot_longer-4,937440
10,tidyr::gather-0,24516040
10,reshape2::melt-0,2677520
10,tidyr::gather-4,6521880
10,nc::capture_melt_single-4,9324400
10,utils::stack-4,9196040
10,utils::stack-4,8755280
10,cdata::unpivot_to_blocks-4,29247800
10,nc::capture_melt_single-4,9314280
10,cdata::unpivot_to_blocks-4,28396960
10,utils::stack-0,2943720
10,tidyr::pivot_longer-0,9661880
10,tidyr::pivot_longer-4,10285120
10,cdata::unpivot_to_blocks-4,29424960
10,cdata::unpivot_to_blocks-0,31869920
10,reshape2::melt-0,2661600
10,data.table::melt-0,556400
10,stats::reshape-0,45149360
10,reshape2::melt-4,3352640
10,stats::reshape-4,51970320
10,data.table::melt-0,552680
10,reshape2::melt-4,3212440
10,tidyr::pivot_longer-0,9874320
10,tidyfast::dt_pivot_longer-0,647840
10,nc::capture_melt_single-0,8905600
10,reshape2::melt-0,11277800
10,tidyfast::dt_pivot_longer-0,661160
10,tidyfast::dt_pivot_longer-4,811040
10,data.table::melt-0,485400
10,tidyfast::dt_pivot_longer-4,768440
10,stats::reshape-0,51775120
10,cdata::unpivot_to_blocks-4,40962800
10,tidyfast::dt_pivot_longer-4,1343040
10,reshape2::melt-0,3912200
10,tidyr::pivot_longer-0,14113520
10,nc::capture_melt_single-4,14539760
10,cdata::unpivot_to_blocks-0,33790560
10,utils::stack-0,4184480
10,reshape2::melt-0,3930640
10,data.table::melt-4,1389640
10,data.table::melt-4,832000
10,tidyr::gather-0,6098960
10,stats::reshape-4,61617160
10,tidyr::pivot_longer-4,10308680
10,tidyr::gather-4,6398240
10,data.table::melt-4,998880
10,data.table::melt-4,825800
10,nc::capture_melt_single-0,8783600
10,cdata::unpivot_to_blocks-0,23245160
10,nc::capture_melt_single-0,8985840
10,stats::reshape-0,48285920
10,tidyfast::dt_pivot_longer-0,617840
10,tidyfast::dt_pivot_longer-0,507920
10,tidyfast::dt_pivot_longer-4,853320
10,reshape2::melt-0,11380280
10,tidyr::gather-4,6578320
10,utils::stack-4,8540760
10,tidyr::gather-4,6521200
10,tidyr::pivot_longer-0,13587840
10,utils::stack-0,4066640
10,cdata::unpivot_to_blocks-4,42361480
10,tidyr::pivot_longer-0,13756280
10,utils::stack-4,12559920
10,tidyfast::dt_pivot_longer-4,1290080
10,cdata::unpivot_to_blocks-0,33426680
10,nc::capture_melt_single-0,12840080
10,reshape2::melt-4,4837600
10,utils::stack-4,12420400
10,stats::reshape-4,59325440
10,tidyfast::dt_pivot_longer-0,601920
10,tidyr::pivot_longer-4,10272200
10,tidyfast::dt_pivot_longer-0,606640
10,utils::stack-0,2849240
10,tidyr::pivot_longer-0,10243320
10,data.table::melt-4,1046680
10,nc::capture_melt_single-4,9452200
10,tidyfast::dt_pivot_longer-4,899880
10,cdata::unpivot_to_blocks-0,23390600
10,tidyr::gather-4,6860400
10,tidyr::gather-0,5955200
10,data.table::melt-4,999160
10,tidyr::pivot_longer-4,10352840
10,tidyr::pivot_longer-4,10270000
10,tidyr::pivot_longer-4,10221120
10,tidyr::gather-0,5914160
10,utils::stack-0,2972480
10,reshape2::melt-4,3139720
10,nc::capture_melt_single-0,9914720
10,tidyr::gather-0,6401800
10,reshape2::melt-4,11939800
10,nc::capture_melt_single-0,8771840
10,nc::capture_melt_single-0,8600560
10,tidyr::pivot_longer-0,9651600
10,cdata::unpivot_to_blocks-4,36207440
10,stats::reshape-0,48248640
10,utils::stack-4,8580960
10,cdata::unpivot_to_blocks-4,28529360
10,nc::capture_melt_single-0,8930320
10,cdata::unpivot_to_blocks-0,51375920
10,tidyr::pivot_longer-4,10418360
10,stats::reshape-0,45233800
10,data.table::melt-0,546960
10,tidyr::gather-0,6050800
10,reshape2::melt-4,3193080
10,data.table::melt-4,953600
10,stats::reshape-4,53444960
10,reshape2::melt-4,3372720
10,stats::reshape-0,57471960
10,nc::capture_melt_single-4,13445480
10,nc::capture_melt_single-4,13833640
10,nc::capture_melt_single-4,14031600
10,cdata::unpivot_to_blocks-0,35597080
10,tidyr::gather-0,9132240
10,stats::reshape-0,68765960
10,data.table::melt-4,958960
10,cdata::unpivot_to_blocks-0,32970040
10,data.table::melt-4,972920
10,reshape2::melt-4,3337600
10,reshape2::melt-0,2800040
10,tidyr::gather-4,6931560
10,reshape2::melt-4,3141520
10,tidyr::pivot_longer-0,9904600
10,tidyr::gather-4,6729560
10,nc::capture_melt_single-4,9375160
10,tidyfast::dt_pivot_longer-0,579760
10,cdata::unpivot_to_blocks-0,23121640
10,stats::reshape-4,52191680
10,stats::reshape-4,60927880
10,utils::stack-0,2831880
10,nc::capture_melt_single-4,9258080
10,data.table::melt-4,923440
10,stats::reshape-0,61517040
10,reshape2::melt-0,4027560
10,tidyfast::dt_pivot_longer-0,870960
10,tidyfast::dt_pivot_longer-0,736560
10,tidyr::gather-0,8787280
10,reshape2::melt-0,3933000
10,tidyr::gather-4,9487320
10,stats::reshape-4,80463960
10,tidyr::pivot_longer-0,9667480
10,tidyfast::dt_pivot_longer-0,604280
10,tidyr::gather-4,6539920
10,tidyr::gather-0,5994200
10,tidyr::pivot_longer-4,10370520
10,data.table::melt-0,552840
10,cdata::unpivot_to_blocks-0,24302720
10,tidyr::pivot_longer-0,10385680
10,cdata::unpivot_to_blocks-4,29106400
10,tidyr::gather-4,6694480
10,data.table::melt-0,578880
10,utils::stack-0,2980720
10,tidyr::gather-0,6115680
10,utils::stack-0,2974280
10,tidyfast::dt_pivot_longer-4,930280
10,utils::stack-4,8590080
10,tidyfast::dt_pivot_longer-4,912880
10,utils::stack-0,2837240
10,tidyr::pivot_longer-4,20428600
10,stats::reshape-4,51077440
10,nc::capture_melt_single-0,8670880
10,stats::reshape-4,70278040
31,utils::stack-0,3139400
31,tidyfast::dt_pivot_longer-0,672560
31,tidyr::gather-0,6276040
31,stats::reshape-4,62530000
31,data.table::melt-4,1338760
31,reshape2::melt-0,2799800
31,cdata::unpivot_to_blocks-0,24473560
31,tidyfast::dt_pivot_longer-0,663840
31,tidyr::pivot_longer-4,10570400
31,nc::capture_melt_single-4,9764040
31,tidyr::pivot_longer-0,9852400
31,tidyr::gather-4,8548280
31,reshape2::melt-4,5065360
31,utils::stack-0,3063880
31,utils::stack-4,18908960
31,tidyfast::dt_pivot_longer-0,699320
31,stats::reshape-0,48554640
31,stats::reshape-4,69080920
31,tidyr::gather-4,10248160
31,data.table::melt-4,1457520
31,tidyr::pivot_longer-4,22525120
31,reshape2::melt-4,4997080
31,tidyr::pivot_longer-4,10504920
31,tidyr::gather-4,8728640
31,reshape2::melt-0,2764280
31,cdata::unpivot_to_blocks-4,41842280
31,tidyr::pivot_longer-4,12239520
31,reshape2::melt-0,2969520
31,utils::stack-4,18932200
31,tidyfast::dt_pivot_longer-4,1282040
31,reshape2::melt-4,4996920
31,tidyr::gather-0,6393360
31,tidyr::pivot_longer-0,9877320
31,data.table::melt-4,1295280
31,nc::capture_melt_single-4,9426600
31,tidyr::gather-4,8837160
31,tidyfast::dt_pivot_longer-4,1401360
31,cdata::unpivot_to_blocks-4,39375480
31,nc::capture_melt_single-0,9056880
31,tidyr::pivot_longer-4,10824480
31,stats::reshape-4,89656840
31,tidyr::pivot_longer-0,14392080
31,data.table::melt-0,876280
31,cdata::unpivot_to_blocks-0,36101360
31,tidyr::gather-0,19693640
31,nc::capture_melt_single-4,10102040
31,cdata::unpivot_to_blocks-4,38916720
31,stats::reshape-4,61615840
31,data.table::melt-4,1275720
31,tidyr::gather-0,6365560
31,stats::reshape-4,63881360
31,tidyfast::dt_pivot_longer-4,1442480
31,nc::capture_melt_single-0,9506160
31,data.table::melt-4,1307800
31,stats::reshape-4,96731920
31,tidyfast::dt_pivot_longer-4,1909640
31,data.table::melt-4,1773720
31,reshape2::melt-0,4146480
31,cdata::unpivot_to_blocks-4,57350640
31,tidyfast::dt_pivot_longer-4,1336840
31,utils::stack-4,18720920
31,cdata::unpivot_to_blocks-0,36478000
31,reshape2::melt-0,2753640
31,tidyr::pivot_longer-4,10629360
31,stats::reshape-0,46227280
31,utils::stack-0,2965000
31,tidyr::gather-0,6506760
31,cdata::unpivot_to_blocks-0,24741800
31,reshape2::melt-0,2823120
31,reshape2::melt-0,2673520
31,nc::capture_melt_single-0,9037040
31,cdata::unpivot_to_blocks-4,40570360
31,stats::reshape-0,70103240
31,tidyr::gather-4,12951000
31,tidyfast::dt_pivot_longer-0,928520
31,tidyr::gather-0,8758720
31,data.table::melt-0,876560
31,reshape2::melt-4,5316120
31,data.table::melt-0,571680
31,cdata::unpivot_to_blocks-0,25376000
31,reshape2::melt-0,13712240
31,utils::stack-4,18335680
31,tidyfast::dt_pivot_longer-4,1257280
31,utils::stack-4,18233280
31,stats::reshape-0,46573400
31,stats::reshape-4,64998000
31,data.table::melt-4,1840960
31,utils::stack-0,4106400
31,tidyr::gather-4,13010200
31,data.table::melt-0,865240
31,cdata::unpivot_to_blocks-4,59564240
31,tidyfast::dt_pivot_longer-0,969440
31,tidyfast::dt_pivot_longer-0,782080
31,reshape2::melt-0,4143600
31,reshape2::melt-4,7558760
31,stats::reshape-0,61352080
31,reshape2::melt-4,5340360
31,reshape2::melt-0,2886080
31,tidyr::gather-4,9004880
31,tidyfast::dt_pivot_longer-0,664160
31,tidyfast::dt_pivot_longer-4,1184880
31,cdata::unpivot_to_blocks-4,40075760
31,reshape2::melt-4,15794720
31,tidyr::gather-4,8745120
31,nc::capture_melt_single-0,9382640
31,utils::stack-0,2856360
31,cdata::unpivot_to_blocks-0,24058320
31,stats::reshape-4,61149920
31,nc::capture_melt_single-4,12962360
31,tidyr::gather-4,12638880
31,nc::capture_melt_single-0,12791000
31,tidyr::pivot_longer-0,13972520
31,cdata::unpivot_to_blocks-4,58690120
31,utils::stack-0,4325600
31,tidyr::pivot_longer-0,14071000
31,utils::stack-4,24647200
31,data.table::melt-0,583280
31,data.table::melt-4,1195360
31,tidyr::gather-4,8731200
31,stats::reshape-4,65191000
31,tidyfast::dt_pivot_longer-0,644120
31,utils::stack-4,18892320
31,tidyr::gather-0,6590240
31,nc::capture_melt_single-4,20203360
31,utils::stack-4,18418520
31,nc::capture_melt_single-0,9250160
31,stats::reshape-0,46575040
31,tidyfast::dt_pivot_longer-0,673280
31,nc::capture_melt_single-0,8828680
31,tidyfast::dt_pivot_longer-4,1237360
31,tidyr::pivot_longer-4,12322080
31,data.table::melt-0,832600
31,tidyr::pivot_longer-0,13883160
31,data.table::melt-4,1853480
31,data.table::melt-0,710000
31,utils::stack-0,4477000
31,tidyr::gather-0,9190360
31,nc::capture_melt_single-4,14247400
31,stats::reshape-0,69802320
31,tidyr::pivot_longer-0,13401360
31,tidyr::gather-0,6890600
31,cdata::unpivot_to_blocks-4,40689440
31,tidyr::pivot_longer-4,10941680
31,nc::capture_melt_single-0,13171240
31,stats::reshape-0,82917560
31,cdata::unpivot_to_blocks-0,34758160
31,utils::stack-0,4223000
31,nc::capture_melt_single-4,14228840
31,nc::capture_melt_single-4,14083320
31,data.table::melt-4,1805560
31,tidyr::pivot_longer-0,14012720
31,utils::stack-4,27516680
31,reshape2::melt-4,7605520
31,tidyr::pivot_longer-0,14015280
31,tidyfast::dt_pivot_longer-0,890760
31,tidyr::pivot_longer-0,14185120
31,stats::reshape-4,90316000
31,data.table::melt-0,593480
31,cdata::unpivot_to_blocks-0,26213360
31,tidyr::pivot_longer-4,10904960
31,tidyfast::dt_pivot_longer-4,1297400
31,cdata::unpivot_to_blocks-0,25038320
31,nc::capture_melt_single-4,9968200
31,data.table::melt-0,578640
31,reshape2::melt-4,5205240
31,data.table::melt-0,578880
31,utils::stack-0,3070200
31,tidyr::gather-0,16706240
31,cdata::unpivot_to_blocks-0,25460400
31,cdata::unpivot_to_blocks-4,38705040
31,stats::reshape-0,46889600
31,stats::reshape-0,71096400
31,nc::capture_melt_single-0,13137280
31,utils::stack-0,4175200
31,utils::stack-4,27737680
31,tidyr::pivot_longer-4,15125080
31,nc::capture_melt_single-0,13195040
31,nc::capture_melt_single-4,10824200
31,tidyfast::dt_pivot_longer-4,1279200
31,reshape2::melt-4,5200400
100,nc::capture_melt_single-0,9346120
100,cdata::unpivot_to_blocks-4,77060240
100,reshape2::melt-0,3080400
100,cdata::unpivot_to_blocks-0,27653600
100,stats::reshape-4,97412720
100,tidyr::pivot_longer-0,10451720
100,cdata::unpivot_to_blocks-4,77912640
100,tidyfast::dt_pivot_longer-4,1818800
100,nc::capture_melt_single-0,9347560
100,cdata::unpivot_to_blocks-4,77706360
100,reshape2::melt-0,3217520
100,stats::reshape-0,51658120
100,nc::capture_melt_single-4,10975560
100,utils::stack-4,78044960
100,tidyr::gather-0,25648160
100,nc::capture_melt_single-4,14164200
100,reshape2::melt-4,16517440
100,reshape2::melt-4,16049160
100,data.table::melt-0,938960
100,tidyr::pivot_longer-0,10307160
100,tidyr::pivot_longer-4,10872960
100,utils::stack-4,52109960
100,stats::reshape-4,95918240
100,tidyr::gather-4,15716560
100,tidyr::gather-4,15359080
100,stats::reshape-0,51139280
100,tidyr::gather-4,15258200
100,cdata::unpivot_to_blocks-0,28575200
100,nc::capture_melt_single-0,9337920
100,tidyr::gather-0,7442240
100,data.table::melt-4,1744160
100,data.table::melt-0,559120
100,tidyfast::dt_pivot_longer-0,658080
100,reshape2::melt-0,3096280
100,cdata::unpivot_to_blocks-4,85964120
100,utils::stack-0,3114120
100,nc::capture_melt_single-4,9708720
100,tidyr::gather-0,7287440
100,nc::capture_melt_single-4,9844680
100,cdata::unpivot_to_blocks-0,28710240
100,stats::reshape-0,49593120
100,tidyr::pivot_longer-4,11209960
100,data.table::melt-4,1694160
100,tidyr::pivot_longer-4,10971920
100,nc::capture_melt_single-0,9294840
100,tidyfast::dt_pivot_longer-4,1897720
100,tidyr::gather-4,22146520
100,cdata::unpivot_to_blocks-0,40554800
100,nc::capture_melt_single-0,13289240
100,utils::stack-0,4281160
100,tidyfast::dt_pivot_longer-4,2474120
100,stats::reshape-0,68670120
100,data.table::melt-4,1686400
100,reshape2::melt-0,3104640
100,tidyr::gather-0,7421160
100,tidyr::pivot_longer-4,22161680
100,tidyr::pivot_longer-0,10243520
100,tidyr::pivot_longer-4,11909000
100,cdata::unpivot_to_blocks-4,74167120
100,tidyfast::dt_pivot_longer-0,759360
100,stats::reshape-4,117563560
100,tidyfast::dt_pivot_longer-4,2617120
100,cdata::unpivot_to_blocks-0,41242280
100,stats::reshape-0,60134880
100,data.table::melt-0,687560
100,stats::reshape-4,97545120
100,utils::stack-0,3449720
100,data.table::melt-4,1879160
100,cdata::unpivot_to_blocks-4,120397680
100,tidyfast::dt_pivot_longer-0,1084680
100,tidyr::gather-4,22513960
100,nc::capture_melt_single-4,14394520
100,tidyr::gather-0,10496840
100,tidyfast::dt_pivot_longer-0,1030960
100,utils::stack-4,76346240
100,tidyr::pivot_longer-0,14942360
100,tidyr::pivot_longer-0,14477920
100,data.table::melt-0,899920
100,utils::stack-4,76549880
100,data.table::melt-4,2542240
100,tidyfast::dt_pivot_longer-0,926560
100,nc::capture_melt_single-0,13123280
100,reshape2::melt-4,16199760
100,cdata::unpivot_to_blocks-4,89060280
100,data.table::melt-0,721760
100,data.table::melt-0,537520
100,data.table::melt-4,1578160
100,tidyr::pivot_longer-0,10493840
100,utils::stack-0,3090680
100,tidyr::gather-0,7505400
100,reshape2::melt-4,11281520
100,tidyr::gather-4,15380080
100,nc::capture_melt_single-0,9272200
100,tidyfast::dt_pivot_longer-0,742520
100,stats::reshape-0,50328240
100,stats::reshape-4,150479240
100,nc::capture_melt_single-4,14028560
100,data.table::melt-0,953800
100,reshape2::melt-4,13037320
100,reshape2::melt-0,3020360
100,nc::capture_melt_single-4,9991800
100,tidyr::pivot_longer-0,10292840
100,stats::reshape-0,50465560
100,tidyr::gather-0,7510360
100,nc::capture_melt_single-0,9264080
100,tidyr::pivot_longer-4,11287480
100,stats::reshape-0,51336720
100,nc::capture_melt_single-4,9921040
100,reshape2::melt-4,11196600
100,reshape2::melt-4,11177480
100,stats::reshape-4,140165040
100,data.table::melt-0,961120
100,reshape2::melt-0,4835640
100,utils::stack-0,4677800
100,nc::capture_melt_single-4,14801440
100,tidyfast::dt_pivot_longer-4,1833640
100,utils::stack-4,62232720
100,data.table::melt-4,1727440
100,utils::stack-0,3063760
100,utils::stack-0,2869000
100,tidyfast::dt_pivot_longer-0,753880
100,cdata::unpivot_to_blocks-0,28327600
100,tidyr::pivot_longer-0,10438240
100,cdata::unpivot_to_blocks-4,76687000
100,stats::reshape-4,98149120
100,utils::stack-4,52001840
100,tidyr::pivot_longer-4,11479560
100,tidyr::gather-4,15810560
100,utils::stack-4,52167680
100,nc::capture_melt_single-0,9299040
100,utils::stack-4,52070880
100,cdata::unpivot_to_blocks-0,29931280
100,tidyr::pivot_longer-0,10849200
100,reshape2::melt-4,11422240
100,data.table::melt-0,726320
100,stats::reshape-0,69301040
100,stats::reshape-4,119202960
100,utils::stack-0,4356880
100,tidyr::gather-0,10512760
100,tidyfast::dt_pivot_longer-4,2564720
100,tidyr::gather-4,22219880
100,cdata::unpivot_to_blocks-0,41181840
100,stats::reshape-4,97919800
100,reshape2::melt-4,11362080
100,data.table::melt-4,1756840
100,utils::stack-4,51272120
100,tidyr::pivot_longer-4,11057200
100,tidyr::pivot_longer-0,10555880
100,tidyfast::dt_pivot_longer-0,703920
100,tidyfast::dt_pivot_longer-4,1604320
100,cdata::unpivot_to_blocks-0,38774960
100,data.table::melt-4,2551320
100,tidyr::gather-0,10534360
100,reshape2::melt-0,4571880
100,tidyr::pivot_longer-4,15559680
100,stats::reshape-0,83025320
100,utils::stack-0,3001880
100,reshape2::melt-4,15122520
100,cdata::unpivot_to_blocks-0,41423760
100,cdata::unpivot_to_blocks-4,114378960
100,data.table::melt-4,2536960
100,tidyfast::dt_pivot_longer-4,2470440
100,nc::capture_melt_single-4,14896760
100,reshape2::melt-0,4541840
100,tidyfast::dt_pivot_longer-4,2581320
100,data.table::melt-0,866960
100,reshape2::melt-0,4471240
100,tidyr::pivot_longer-4,15644960
100,tidyfast::dt_pivot_longer-0,993640
100,cdata::unpivot_to_blocks-4,111644160
100,utils::stack-4,78820240
100,tidyfast::dt_pivot_longer-0,1036680
100,stats::reshape-4,104901080
100,tidyr::gather-4,15616720
100,tidyr::gather-0,7377560
100,tidyfast::dt_pivot_longer-4,1757520
100,utils::stack-0,3338040
100,reshape2::melt-0,3360480
100,tidyr::gather-4,15743400
100,nc::capture_melt_single-0,9508480
316,cdata::unpivot_to_blocks-4,184326160
316,cdata::unpivot_to_blocks-4,211823800
316,tidyfast::dt_pivot_longer-4,3375600
316,tidyr::gather-0,15033400
316,nc::capture_melt_single-4,15063440
316,cdata::unpivot_to_blocks-0,53840240
316,nc::capture_melt_single-0,9978600
316,utils::stack-0,3424080
316,tidyfast::dt_pivot_longer-4,2320280
316,tidyr::pivot_longer-4,12498440
316,reshape2::melt-0,4274560
316,cdata::unpivot_to_blocks-0,40920400
316,nc::capture_melt_single-4,10925840
316,stats::reshape-4,226986400
316,nc::capture_melt_single-4,10754720
316,tidyr::gather-4,33774320
316,nc::capture_melt_single-0,10613960
316,tidyfast::dt_pivot_longer-0,928120
316,tidyr::pivot_longer-0,27708960
316,tidyr::pivot_longer-4,16713400
316,nc::capture_melt_single-0,13875160
316,data.table::melt-4,2962760
316,nc::capture_melt_single-0,13785840
316,data.table::melt-4,3003480
316,utils::stack-0,4883120
316,nc::capture_melt_single-0,14359600
316,tidyr::gather-4,49093440
316,tidyfast::dt_pivot_longer-0,1344720
316,utils::stack-4,160879240
316,reshape2::melt-4,39945200
316,tidyr::gather-4,48799760
316,cdata::unpivot_to_blocks-0,58691400
316,stats::reshape-0,60979120
316,tidyfast::dt_pivot_longer-0,998720
316,utils::stack-0,3446200
316,stats::reshape-0,59047760
316,utils::stack-4,196750640
316,cdata::unpivot_to_blocks-0,43644040
316,tidyfast::dt_pivot_longer-4,2440240
316,tidyr::gather-4,47044280
316,tidyr::pivot_longer-4,12332120
316,nc::capture_melt_single-4,10854960
316,nc::capture_melt_single-4,10717040
316,tidyr::gather-4,33264760
316,nc::capture_melt_single-0,9848520
