"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"39","time","circle","4","325","1","stats","0.103749846108258","0.104410393978469","0.105258489027619","0.104613878997043","0.106872437987477","0.104788039927371","0.104376708040945","0.105231605935842","0.104896585922688","0.105045490083285"
"40","time","circle","2","350","1","stats","0.588091163081117","0.591340475017205","0.597748251049779","0.605908776051365","0.606329797068611","0.605521347024478","0.606689378037117","0.604349186061881","0.606908968067728","0.603675176156685"
"41","time","circle","3","350","1","stats","0.0998359710210934","0.0995734910247847","0.100450346129946","0.0989639980252832","0.100718957139179","0.0994545981520787","0.0998366330750287","0.100105796125717","0.100657553062774","0.0992571230744943"
"42","time","circle","4","350","1","stats","0.142058501951396","0.14160097297281","0.143732003984042","0.143873623921536","0.144737180904485","0.145828951033764","0.143061614013277","0.142627205932513","0.142689696978778","0.143157570972107"
"43","time","circle","2","375","1","stats","0.526256260112859","0.525484317913651","0.526228016940877","0.525544740026817","0.525951360003091","0.523792468011379","0.525427061016671","0.525326012051664","0.526493386016227","0.526996857952327"
"44","time","circle","3","375","1","stats","0.121791781042702","0.120316229062155","0.120699708000757","0.119959666975774","0.12003667303361","0.120147585053928","0.120355246122926","0.120204553124495","0.120213808026165","0.1246161890449"
"45","time","circle","4","375","1","stats","0.133757557952777","0.132663615862839","0.132670172955841","0.132682265015319","0.132867586915381","0.132755678961985","0.134497438906692","0.137117061880417","0.134044671896845","0.133889589924365"
"46","time","circle","2","400","1","stats","0.907278234022669","0.906693272059783","0.910658543929458","0.931293071946129","0.912171675008722","0.908822815050371","0.908015217049979","0.908085598959588","0.905331947957166","0.909992822096683"
"47","time","circle","3","400","1","stats","0.129607870127074","0.129225105047226","0.129168193088844","0.128332352032885","0.12981331103947","0.128961693029851","0.12860198400449","0.128887208062224","0.127915891003795","0.127456378075294"
"48","time","circle","4","400","1","stats","0.180620805942453","0.179139557061717","0.179177428013645","0.179715204052627","0.178258438012563","0.180119006079622","0.182597080012783","0.182097502052784","0.182306897011586","0.181321648997255"
"49","time","circle","2","425","1","stats","0.790977952070534","0.780778376967646","0.784417349961586","0.800388552015647","0.795427419943735","0.80313620204106","0.805657117045484","0.799561556079425","0.798594472929835","0.800847036996856"
"50","time","circle","3","425","1","stats","0.14772634091787","0.146280485903844","0.146650012000464","0.147520732949488","0.148334512021393","0.147708456031978","0.146454926929437","0.147915722918697","0.150235465960577","0.147334556910209"
"51","time","circle","4","425","1","stats","0.207372759119608","0.206533172051422","0.206538165104575","0.207265772041865","0.206678538117558","0.201499658054672","0.20177185011562","0.200892835156992","0.201218724134378","0.207503487123176"
"52","time","circle","2","450","1","stats","1.19039089104626","1.19250359793659","1.19020748697221","1.18363075703382","1.16290860204026","1.17298112995923","1.20044546900317","1.1910064710537","1.19975562696345","1.19603716407437"
"53","time","circle","3","450","1","stats","0.171543264994398","0.172616811934859","0.178426285972819","0.173605863004923","0.173811512882821","0.172860883874819","0.172538935905322","0.173038172884844","0.172644267906435","0.178418016876094"
"54","time","circle","4","450","1","stats","0.244034642004408","0.245497648022138","0.24496913398616","0.245441003935412","0.244229323929176","0.244636122952215","0.25011519191321","0.244594521936961","0.246878149919212","0.245647270930931"
"55","time","circle","2","475","1","stats","1.44174140202813","1.43226967810187","1.4333763710456","1.45012884901371","1.46066739910748","1.45560934999958","1.43328468000982","1.43938131013419","1.45551775000058","1.46816424711142"
"56","time","circle","3","475","1","stats","0.174551176954992","0.174595676013269","0.17443432402797","0.177354258019477","0.174905359977856","0.174731353064999","0.173635417013429","0.173842294025235","0.17410013906192","0.174511241028085"
"57","time","circle","4","475","1","stats","0.250347030931152","0.249620556016453","0.249111969955266","0.254750457941554","0.252368526998907","0.249660938046873","0.250227258889936","0.250199228990823","0.251022140029818","0.24945889506489"
"58","time","circle","2","500","1","stats","1.83641870203428","1.83480343595147","1.78839938493911","1.80931682197843","1.79734880791511","1.79826181696262","1.80372230103239","1.80141321395058","1.80411865399219","1.8015690559987"
"59","time","circle","3","500","1","stats","0.200771753094159","0.202860918012448","0.200699585024267","0.19899698602967","0.200870941975154","0.202437152969651","0.201915196026675","0.199332206975669","0.199486398953013","0.199599787010811"
"60","time","circle","4","500","1","stats","0.306652808911167","0.307429537875578","0.307828580960631","0.310903641860932","0.311271761893295","0.311406367807649","0.31307845399715","0.311665066983551","0.310450918972492","0.313645638874732"
"61","time","circle","3","20","2","stats","0.00114211102481931","0.0011510670883581","0.00113495904952288","0.00113624811638147","0.00113087112549692","0.00113293202593923","0.00112985109444708","0.00112875201739371","0.00114548613782972","0.00112969905603677"
"62","time","circle","4","20","2","stats","0.00110247009433806","0.00110311806201935","0.00109423603862524","0.00109617598354816","0.00111049704719335","0.0010940229985863","0.00109226501081139","0.00110900506842881","0.00109316897578537","0.0010934880701825"
"63","time","circle","3","40","2","stats","0.0087688498897478","0.00876670889556408","0.00878283695783466","0.00877024792134762","0.00875647191423923","0.00875502789858729","0.00875459285452962","0.0087631419301033","0.00875215092673898","0.00876388791948557"
"64","time","circle","4","40","2","stats","0.00894476287066936","0.00922932580579072","0.009066809900105","0.00909730885177851","0.0089222239330411","0.00894934288226068","0.00895301497075707","0.0089218879584223","0.00892544386442751","0.00892386597115546"
"65","time","circle","3","60","2","stats","0.0314052100293338","0.031356772989966","0.0314611860085279","0.0315123229520395","0.0317870000144467","0.0314849800197408","0.0313659600215033","0.0326503090327606","0.0315381459658965","0.0314145620213822"
"66","time","circle","4","60","2","stats","0.0320588910253718","0.032072086003609","0.0318813831545413","0.0318770830053836","0.0319331251084805","0.0319465569918975","0.0328117350582033","0.0321228220127523","0.0320084580453113","0.0320100020617247"
"67","time","circle","3","80","2","stats","0.106414746958762","0.106154407956637","0.106191219063476","0.106276732985862","0.106089195003733","0.106708209961653","0.106237597996369","0.106338285026141","0.105899199028499","0.104313764022663"
"68","time","circle","4","80","2","stats","0.0816294919932261","0.0796181990299374","0.0799358799122274","0.0796359680825844","0.0796088469214737","0.0796341230161488","0.079591159010306","0.0795536099467427","0.0798889740835875","0.0793000539997593"
"69","time","circle","3","100","2","stats","0.176612984039821","0.179751337971538","0.177364254952408","0.17750419897493","0.177727969945408","0.175249005085789","0.175303787109442","0.175846213009208","0.171573349973187","0.175237801042385"
"70","time","circle","4","100","2","stats","0.155592359020375","0.156241514021531","0.155975196044892","0.157101279939525","0.157199637964368","0.156366129056551","0.156106706010178","0.156980809057131","0.153293131035753","0.15547462401446"
"71","time","circle","3","120","2","stats","0.364703632891178","0.364845267962664","0.363353008055128","0.368054177961312","0.373653786955401","0.375185335986316","0.371252647018991","0.374156901962124","0.371661366079934","0.376982285059057"
"72","time","circle","4","120","2","stats","0.283749819034711","0.284584125038236","0.284434484085068","0.283958877087571","0.277292742975987","0.282249748008326","0.286064135027118","0.283574544941075","0.284268770017661","0.284673291025683"
"73","time","circle","3","140","2","stats","0.704172168043442","0.702616324066184","0.701687032007612","0.704946754034609","0.694842495024204","0.704437148058787","0.704352939967066","0.702136688982137","0.705201996024698","0.699822396971285"
"74","time","circle","4","140","2","stats","0.472831377061084","0.469189695082605","0.471545717096888","0.469064624165185","0.469498544116504","0.466563730034977","0.46813399810344","0.474605406052433","0.467213077121414","0.471562462043948"
"75","time","circle","3","160","2","stats","0.988957496010698","0.98317733395379","0.979012693045661","0.980278647039086","0.986097045941278","0.984951676917262","0.984572712914087","0.990225287969224","0.996744822943583","0.989620266947895"
"76","time","circle","4","160","2","stats","0.717880208976567","0.710668244981207","0.724966955021955","0.720959773054346","0.719418104970828","0.726383447065018","0.716458351002075","0.704141721944325","0.718659132020548","0.72115959902294"
"77","time","circle","3","180","2","stats","2.08145268401131","2.12145012407564","2.11881967890076","2.12719095207285","2.13024367508478","2.07367121602874","2.09070950199384","2.07639789697714","2.08005778898951","2.08132587198634"
"78","time","circle","4","180","2","stats","1.07044987101108","1.07458976004273","1.09404161595739","1.09743845800404","1.08603948401287","1.09692272695247","1.08333116699941","1.09964880708139","1.07901307800785","1.09880333801266"
"79","time","circle","3","200","2","stats","2.35031767596956","2.34706188400742","2.3528558179969","2.35800267104059","2.39829078095499","2.39007901900914","2.40238703705836","2.38006016507279","2.43275022006128","2.41399508004542"
"80","time","circle","4","200","2","stats","1.49348953203298","1.49366269703023","1.47419746499509","1.50219257001299","1.49896717397496","1.49624627502635","1.53570146905258","1.50808061496355","1.5179550970206","1.53176246199291"
"81","time","circle","3","220","2","stats","3.74225176905748","3.75724498997442","3.74373524007387","3.74482730694581","3.739388489048","3.73682876501698","3.77248298702762","3.80197844002396","3.78239771607332","3.7982063270174"
"82","time","circle","4","220","2","stats","2.02387293986976","1.97882164188195","2.01694821484853","1.98760135297198","2.01375405688304","1.99998012580909","2.00968483090401","2.02635490300599","2.04071269091219","2.05218214483466"
"83","time","circle","3","240","2","stats","5.62117461091839","5.54993510898203","5.50359866593499","5.5057745060185","5.54685954004526","5.49329341005068","5.58081757405307","5.54518266406376","5.57173436903395","5.57779098302126"
"84","time","circle","4","240","2","stats","2.70003840711433","2.69237930711824","2.67593121505342","2.69020299811382","2.66575254499912","2.68513312807772","2.68942164210603","2.71062698098831","2.67569996905513","2.67859181610402"
"85","time","circle","3","260","2","stats","9.64548702992033","9.53956368390936","9.57547544001136","9.67862985190004","9.61709871795028","9.62356427696068","9.61049098696094","9.73836433386896","9.68933407799341","9.62762843293604"
"86","time","circle","4","260","2","stats","3.50677812309004","3.49362549406942","3.42701850400772","3.45879568695091","3.45607234095223","3.44131625303999","3.47658225300256","3.47067215107381","3.49672917590942","3.48996593302581"
"87","time","circle","3","280","2","stats","7.50700830796268","7.51296514191199","7.45983555889688","7.48851490486413","7.47603331087157","7.42282571492251","7.44856438192073","7.43910384899937","7.43053487094585","7.46826587303076"
"88","time","circle","4","280","2","stats","4.35888174991123","4.393555112998","4.36247903597541","4.37730159098282","4.34001969499514","4.32643104693852","4.3686990509741","4.33899308997206","4.35479009791743","4.33248389791697"
"89","time","circle","3","300","2","stats","11.0360106681474","11.047686573118","11.1573971300386","11.0342090820195","11.0882032361114","11.0616041681496","11.0317604080774","11.0968155150767","10.9750344450586","10.9867320120102"
"90","time","circle","4","300","2","stats","5.47885310009588","5.48399450210854","5.45524349110201","5.39303184312303","5.42649859504309","5.40140611398965","5.45880839403253","5.42206208198331","5.41537577402778","5.43308942508884"
"91","time","circle","3","320","2","stats","12.1772946480196","12.2037446130998","12.1701431999682","12.4410637229448","12.3972272690153","12.4836821299978","12.461125654052","12.410082155955","12.5051121440483","12.4134262360167"
"92","time","circle","4","320","2","stats","6.7206111830892","6.74889261415228","6.69614594103768","6.738859414123","6.72768534510396","6.6523458660813","6.64840026304591","6.65607903606724","6.65284354204778","6.65202004904859"
"93","time","circle","3","340","2","stats","18.0049216969637","18.0750470849453","18.0729516419815","17.9952307359781","17.756445224979","17.8611671889666","17.9093234470347","17.9457846239675","17.9524739059852","17.9610880890395"
"94","time","circle","4","340","2","stats","8.25584084598813","8.26460422808304","8.2768322720658","8.22710209107026","8.27952865906991","8.20807679509744","8.2737746220082","8.25595853105187","8.35394391196314","8.33783627394587"
"95","time","circle","3","360","2","stats","19.7083784579299","19.7116984889144","19.9452267439337","19.788203666918","19.8904777020216","19.8155576939462","19.7923598169582","19.8808451369405","19.7400742218597","19.8571076479275"
"96","time","circle","4","360","2","stats","9.59362027002499","9.57673296006396","9.6611480669817","9.62946257903241","9.70678927807603","9.67021113901865","9.69389005808625","9.69834977702703","9.64845032501034","9.74402616906445"
"97","time","circle","3","380","2","stats","35.863086962956","35.9660970610566","35.957998258993","36.2643220600439","36.1558538181707","35.9192591101164","35.7266986641334","35.7844544530381","35.8015378410928","35.8731786881108"
"98","time","circle","4","380","2","stats","11.5290276069427","11.4616986190667","11.4001050529769","11.5538187220227","11.4665669210954","11.3783950340003","11.4029144750675","11.3477536250139","11.3704862090526","11.4180600780528"
"99","time","circle","3","400","2","stats","29.4597329848912","29.067940186942","29.0781860089628","29.2908637949731","29.2406530429143","29.3804597079288","29.3627343509579","29.5524420299334","29.1956918118522","29.3088573339628"
"100","time","circle","4","400","2","stats","13.6478140740655","13.6517260940745","13.5346065870253","13.6528331690934","13.4970865141368","13.4522697400535","13.533691809047","13.356198029127","13.4236263600178","13.4164085250814"
"101","time","circle","3","420","2","stats","30.2864218530012","30.3547802000539","30.3578225420788","30.3914853089955","30.1988990620011","30.360842427006","30.2687554709846","30.14602758002","30.1184483669931","30.2286588940769"
"102","time","circle","4","420","2","stats","15.6989742419682","15.5800029679667","15.7337148179067","15.6964278640226","15.77331245807","15.6892620970029","15.5966778600123","15.7130568610737","15.7242408569437","15.6130943669705"
"103","time","circle","3","440","2","stats","55.920556145953","55.6553394920193","55.7542794831097","55.7906336510787","55.5665532951243","55.4376470620045","55.3275620540371","55.2967712050304","55.4337294460274","55.1716676569777"
"104","time","circle","4","440","2","stats","18.0256120210979","17.7695314750308","17.9193814981263","17.7190426090965","17.9813949851086","17.8962573030731","17.8359071221203","17.8498230910627","17.8492051591165","18.0547956600785"
"105","time","circle","3","460","2","stats","56.5814518450061","56.5635698589031","56.5292987659341","56.5469944679644","56.5194929519203","56.5082085939357","56.5186982159503","56.5323399699992","56.5732383430004","57.0078875899781"
"106","time","circle","4","460","2","stats","20.441016574041","20.5127572660567","20.6083861520747","20.8461820770754","20.8127175561385","20.7979382571066","20.6489806231111","20.7853333001258","20.818673039088","20.6510804931168"
"107","time","circle","3","480","2","stats","74.7974011610495","74.9478838379728","75.0715562650003","74.9520747149363","74.578778370982","74.2494899720186","74.2309287930839","74.3558092170861","74.5803410450462","73.8360583940521"
"108","time","circle","4","480","2","stats","23.8277660659514","23.7431385139935","23.7872704040492","23.8970834999345","23.8641405990347","23.7678322779248","23.8888789769262","23.802249094937","23.6884099800372","23.677575636073"
"109","time","circle","3","500","2","stats","60.3117341489997","60.3325216330122","60.3296812180197","60.1975672150729","60.2740544279804","60.4573164650938","60.4490157150431","60.6863107980462","60.5711125690723","60.5563930720091"
"110","time","circle","4","500","2","stats","26.993097411003","27.0122485930333","27.1151996040717","27.0383209920255","27.0956257819198","26.9140592830954","27.0925699380459","27.2020354929846","27.0777648380026","27.2641153010773"
"111","time","circle","4","10","3","stats","0.00031287397723645","0.000304679968394339","0.000299496110528708","0.000303135951980948","0.000298085971735418","0.00029506697319448","0.000315327080897987","0.000307940994389355","0.000292822020128369","0.000296444981358945"
"112","time","circle","4","20","3","stats","0.0044629939366132","0.00444574095308781","0.00443348183762282","0.00440669897943735","0.00440114585217088","0.00441282102838159","0.00445204391144216","0.00440669595263898","0.00447294302284718","0.0043977570021525"
"113","time","circle","4","30","3","stats","0.0247835199115798","0.0246846199734136","0.0247223409824073","0.0247106299502775","0.0247746699023992","0.024821960949339","0.0247385649709031","0.0247378230560571","0.0247098689433187","0.0246803249465302"
"114","time","circle","4","40","3","stats","0.0835153090301901","0.0833678659982979","0.0833805479342118","0.0839756230125204","0.0838229779619724","0.083885389030911","0.0839379790704697","0.0838284470373765","0.0839739770162851","0.0827757050283253"
"115","time","circle","4","50","3","stats","0.216861646040343","0.218526361975819","0.218150069005787","0.21841562888585","0.218117617070675","0.218623133958317","0.218140622018836","0.218817161978222","0.218519015004858","0.218559139990248"
"116","time","circle","4","60","3","stats","0.481933195027523","0.489993053954095","0.492889160988852","0.491262390045449","0.487583608017303","0.481745923985727","0.480707396985963","0.486397132975981","0.488779532024637","0.486863100901246"
"117","time","circle","4","70","3","stats","0.98078435997013","0.968338286969811","0.969414755003527","0.963683773996308","0.963478447985835","0.966882847948","0.98124610085506","0.98794346593786","0.986750482930802","0.969984684023075"
"118","time","circle","4","80","3","stats","1.79754555108957","1.81575923704077","1.79025737207849","1.80099378200248","1.82103319000453","1.78259805112612","1.78570666001178","1.78882340190466","1.78635805100203","1.78586981305853"
"119","time","circle","4","90","3","stats","3.00439824198838","2.99669074697886","2.97919130697846","2.94520241999999","2.93597280792892","2.9464596149046","2.94744819996413","2.99067700293381","2.97023007192183","2.99556235794444"
"120","time","circle","4","100","3","stats","4.62031731102616","4.5882143850904","4.56253430107608","4.55152720597107","4.546975941048","4.59863116499037","4.72658653603867","4.54984477208927","4.47693799203262","4.48529376694933"
"121","time","circle","4","110","3","stats","6.93737440102268","7.0161971199559","7.03351821308024","7.02274188504089","6.96802870696411","7.03079948201776","6.8432698660763","6.81761007907335","6.84945398801938","6.98781701095868"
"122","time","circle","4","120","3","stats","9.95615719491616","9.94362366397399","9.77337732200976","9.72323218896054","9.79328733298462","9.93766845890786","9.949813454994","9.94095795787871","9.82803706498817","9.79839695198461"
"123","time","circle","4","130","3","stats","14.136792437057","13.9100842651678","13.9231353311334","14.1082938130712","14.1811172800371","14.2070995901013","13.957228281186","14.0050435750745","14.0241226160433","13.8254468730884"
"124","time","circle","4","140","3","stats","19.6791225511115","19.4415656321216","19.5501126730815","19.8514422531007","19.4985120591009","19.7473829190712","19.8467019611271","19.6030681540724","19.5875626880443","19.6988286260748"
"125","time","circle","4","150","3","stats","24.9642296549864","24.9275513429893","24.8131487909704","24.8309582410147","25.1371222930029","24.9743693650234","25.041016199044","24.9128473349847","25.2024275850272","25.1576865570387"
"126","time","circle","4","160","3","stats","35.8743775999174","36.2876685680822","36.1660943699535","36.1665782619966","36.0777501789853","35.9452618369833","35.6407475661254","35.959976979997","35.8809451130219","36.0255445039365"
"127","time","circle","4","170","3","stats","42.2794802689459","42.2581201329594","42.3849887039978","42.2951247750316","42.0876132629346","42.3175589019665","42.2757238780614","42.2816846750211","42.1567967570154","42.0816433740547"
"128","time","circle","4","180","3","stats","55.2778778860811","54.9179502410116","54.8176270880504","54.9891225340543","55.018930332968","54.737245943048","54.866323453025","55.158808120992","55.0018523050239","54.7243416879792"
"129","time","circle","4","190","3","stats","72.145604163059","72.3895872719586","72.4693991809618","72.5405038540484","73.361474551959","74.3404201170197","72.4317157870391","73.8048144630156","72.9711132330121","73.7363154389895"
"130","time","circle","4","200","3","stats","90.113434741972","89.7098572000396","90.4631284970092","90.3098380099982","90.428570024902","91.2755620660027","90.4875171890017","93.7635144010419","90.7317210329929","90.1642585289665"
"131","time","circle","4","210","3","stats","106.137618890963","106.434153120033","106.456060068915","105.943022594904","105.948019728996","106.416727084899","106.039678413887","106.375354248914","105.980881131953","105.685218165047"
"132","time","circle","4","220","3","stats","135.516805971041","134.884875079966","135.605765228043","135.698675609077","137.803780243034","137.447826175019","136.046754751937","138.933478864026","139.221595515031","137.354311669944"
"133","time","circle","4","230","3","stats","168.733157973038","167.920848552021","165.214371267008","168.401651920052","167.837715692935","168.608115587966","165.486871727975","166.394752199994","160.087285020971","163.468194706016"
"134","time","circle","4","240","3","stats","196.355057192966","200.778305421933","197.222335145925","196.78661274293","200.349475911004","196.376746432041","193.496346766944","202.94979727501","198.137869913946","194.641593403998"
"135","time","circle","4","250","3","stats","243.156983988942","251.41863292607","246.138448777026","243.381049736985","254.014915680978","243.765866934089","253.957147228997","243.145745520014","247.47803411202","245.885712438961"
"136","time","circle","4","260","3","stats","281.301750191953","293.913488054997","283.832180355908","297.804060134105","284.740302445018","288.820116884075","287.456520878011","302.784173932043","289.23412240902","287.043153370963"
"137","time","circle","4","270","3","stats","319.902101929998","316.352898778976","314.634153686115","321.731037384016","328.614231774933","332.282001952059","331.109445277951","319.115985200042","311.395807981025","309.724564597011"
"138","time","circle","4","280","3","stats","375.024071310996","370.403363352991","382.50717065495","378.789996771957","372.754208299913","364.336337892921","359.793136121007","360.995901361923","361.281119633932","360.382822999964"
