date,CUSIP,PRC,,,,,,,,,
20161230,30231G10,90.26,,,,,,,,,
20061229,57772K10,30.62,,,,,,,,,
20070131,57772K10,30.8,,,,,,,,,
20070228,57772K10,32.75,,,,,,,,,
20070330,57772K10,29.4,,,,,,,,,
20070430,57772K10,31.72,,,,,,,,,
20070531,57772K10,30.75,,,,,,,,,
20070629,57772K10,33.41,,,,,,,,,
20070731,57772K10,31.7,,,,,,,,,
20070831,57772K10,30.01,,,,,,,,,
20070928,57772K10,29.35,,,,,,,,,
20071031,57772K10,,,,,,,,,,
20071130,57772K10,,,,,,,,,,
20071231,57772K10,,,,,,,,,,
20080131,57772K10,,,,,,,,,,
20080229,57772K10,,,,,,,,,,
20080331,57772K10,,,,,,,,,,
20080430,57772K10,,,,,,,,,,
20080530,57772K10,,,,,,,,,,
20080630,57772K10,,,,,,,,,,
20080731,57772K10,,,,,,,,,,
20080829,57772K10,,,,,,,,,,
20080930,57772K10,,,,,,,,,,
20081031,57772K10,13.6,,,,,,,,,
20081128,57772K10,12.37,,,,,,,,,
20081231,57772K10,11.42,,,,,,,,,
20090130,57772K10,13.23,,,,,,,,,
20090227,57772K10,12.1,,,,,,,,,
20090331,57772K10,13.21,,,,,,,,,
20090430,57772K10,13.55,,,,,,,,,
20090529,57772K10,16.23,,,,,,,,,
20090630,57772K10,15.69,,,,,,,,,
20090731,57772K10,17.72,,,,,,,,,
20090831,57772K10,18.78,,,,,,,,,
20090930,57772K10,18.14,,,,,,,,,
20091030,57772K10,16.67,,,,,,,,,
20091130,57772K10,17.6,,,,,,,,,
20091231,57772K10,20.32,,,,,,,,,
20100129,57772K10,17.48,,,,,,,,,
20100226,57772K10,18.52,,,,,,,,,
20100331,57772K10,19.39,,,,,,,,,
20100430,57772K10,19.41,,,,,,,,,
20100528,57772K10,17.76,,,,,,,,,
20100630,57772K10,16.73,,,,,,,,,
20100730,57772K10,17.53,,,,,,,,,
20100831,57772K10,15.87,,,,,,,,,
20100930,57772K10,18.51,,,,,,,,,
20101029,57772K10,21.66,,,,,,,,,
20101130,57772K10,23.25,,,,,,,,,
20101231,57772K10,23.62,,,,,,,,,
20110131,57772K10,25.82,,,,,,,,,
20110228,57772K10,27.58,,,,,,,,,
20110331,57772K10,25.6,,,,,,,,,
20110429,57772K10,27.34,,,,,,,,,
20110531,57772K10,27.25,,,,,,,,,
20110630,57772K10,25.56,,,,,,,,,
20110729,57772K10,22.96,,,,,,,,,
20110831,57772K10,23.05,,,,,,,,,
20110930,57772K10,23.33,,,,,,,,,
20111031,57772K10,26.16,,,,,,,,,
20111130,57772K10,25.65,,,,,,,,,
20111230,57772K10,26.04,,,,,,,,,
20120131,57772K10,26.84,,,,,,,,,
20120229,57772K10,27.89,,,,,,,,,
20120330,57772K10,28.59,,,,,,,,,
20120430,57772K10,29.58,,,,,,,,,
20120531,57772K10,25.16,,,,,,,,,
20120629,57772K10,25.64,,,,,,,,,
20120731,57772K10,27.23,,,,,,,,,
20120831,57772K10,27.14,,,,,,,,,
20120928,57772K10,26.6222,,,,,,,,,
20121031,57772K10,27.525,,,,,,,,,
20121130,57772K10,29.19,,,,,,,,,
20121231,57772K10,29.4,,,,,,,,,
20130131,57772K10,31.45,,,,,,,,,
20130228,57772K10,31.2,,,,,,,,,
20130328,57772K10,32.64,,,,,,,,,
20130430,57772K10,30.93,,,,,,,,,
20130531,57772K10,29.49,,,,,,,,,
20130628,57772K10,27.78,,,,,,,,,
20130731,57772K10,28.605,,,,,,,,,
20130830,57772K10,27.845,,,,,,,,,
20130930,57772K10,29.82,,,,,,,,,
20131031,57772K10,29.695,,,,,,,,,
20131129,57772K10,28.48,,,,,,,,,
20131231,57772K10,27.9,,,,,,,,,
20140131,57772K10,30.26,,,,,,,,,
20140228,57772K10,32.71,,,,,,,,,
20140331,57772K10,33.12,,,,,,,,,
20140430,57772K10,32.44,,,,,,,,,
20140530,57772K10,34.25,,,,,,,,,
20140630,57772K10,33.81,,,,,,,,,
20140731,57772K10,29.31,,,,,,,,,
20140829,57772K10,30.89,,,,,,,,,
20140930,57772K10,30.24,,,,,,,,,
20141031,57772K10,29.34,,,,,,,,,
20141128,57772K10,29.57,,,,,,,,,
20141231,57772K10,31.87,,,,,,,,,
20150130,57772K10,33.09,,,,,,,,,
20150227,57772K10,34.395,,,,,,,,,
20150331,57772K10,34.81,,,,,,,,,
20150430,57772K10,32.83,,,,,,,,,
20150529,57772K10,35.07,,,,,,,,,
20150630,57772K10,34.575,,,,,,,,,
20150731,57772K10,34.04,,,,,,,,,
20150831,57772K10,33.67,,,,,,,,,
20150930,57772K10,33.4,,,,,,,,,
20151030,57772K10,40.98,,,,,,,,,
20151130,57772K10,38.77,,,,,,,,,
20151231,57772K10,38,,,,,,,,,
20160129,57772K10,33.4,,,,,,,,,
20160229,57772K10,33.86,,,,,,,,,
20160331,57772K10,36.78,,,,,,,,,
20160429,57772K10,35.72,,,,,,,,,
20160531,57772K10,37.96,,,,,,,,,
20160630,57772K10,35.69,,,,,,,,,
20160729,57772K10,40.78,,,,,,,,,
20160831,57772K10,40.72,,,,,,,,,
20160930,57772K10,39.93,,,,,,,,,
20161031,57772K10,39.63,,,,,,,,,
20161130,57772K10,39.27,,,,,,,,,
20161230,57772K10,38.57,,,,,,,,,
20061229,94106L10,36.77,,,,,,,,,
20070131,94106L10,37.98,,,,,,,,,
20070228,94106L10,34.05,,,,,,,,,
20070330,94106L10,34.41,,,,,,,,,
20070430,94106L10,37.41,,,,,,,,,
20070531,94106L10,38.67,,,,,,,,,
20070629,94106L10,39.05,,,,,,,,,
20070731,94106L10,38.03,,,,,,,,,
20070831,94106L10,37.67,,,,,,,,,
20070928,94106L10,37.74,,,,,,,,,
20071031,94106L10,36.39,,,,,,,,,
20071130,94106L10,34.32,,,,,,,,,
20071231,94106L10,32.67,,,,,,,,,
20080131,94106L10,32.41,,,,,,,,,
20080229,94106L10,32.83,,,,,,,,,
20080331,94106L10,33.56,,,,,,,,,
20080430,94106L10,36.1,,,,,,,,,
20080530,94106L10,37.93,,,,,,,,,
20080630,94106L10,37.71,,,,,,,,,
20080731,94106L10,35.54,,,,,,,,,
20080829,94106L10,35.18,,,,,,,,,
20080930,94106L10,31.49,,,,,,,,,
20081031,94106L10,31.23,,,,,,,,,
20081128,94106L10,29.2,,,,,,,,,
20081231,94106L10,33.14,,,,,,,,,
20090130,94106L10,31.19,,,,,,,,,
20090227,94106L10,27,,,,,,,,,
20090331,94106L10,25.6,,,,,,,,,
20090430,94106L10,26.67,,,,,,,,,
20090529,94106L10,27.59,,,,,,,,,
20090630,94106L10,28.16,,,,,,,,,
20090731,94106L10,28.11,,,,,,,,,
20090831,94106L10,29.93,,,,,,,,,
20090930,94106L10,29.82,,,,,,,,,
20091030,94106L10,29.88,,,,,,,,,
20091130,94106L10,32.84,,,,,,,,,
20091231,94106L10,33.81,,,,,,,,,
20100129,94106L10,32.05,,,,,,,,,
20100226,94106L10,33.02,,,,,,,,,
20100331,94106L10,34.43,,,,,,,,,
20100430,94106L10,34.68,,,,,,,,,
20100528,94106L10,32.51,,,,,,,,,
20100630,94106L10,31.29,,,,,,,,,
20100730,94106L10,33.95,,,,,,,,,
20100831,94106L10,33.09,,,,,,,,,
20100930,94106L10,35.74,,,,,,,,,
20101029,94106L10,35.72,,,,,,,,,
20101130,94106L10,34.25,,,,,,,,,
20101231,94106L10,36.87,,,,,,,,,
20110131,94106L10,37.87,,,,,,,,,
20110228,94106L10,37.06,,,,,,,,,
20110331,94106L10,37.34,,,,,,,,,
20110429,94106L10,39.46,,,,,,,,,
20110531,94106L10,38.88,,,,,,,,,
20110630,94106L10,37.27,,,,,,,,,
20110729,94106L10,31.49,,,,,,,,,
20110831,94106L10,33.04,,,,,,,,,
20110930,94106L10,32.56,,,,,,,,,
20111031,94106L10,32.93,,,,,,,,,
20111130,94106L10,31.3,,,,,,,,,
20111230,94106L10,32.71,,,,,,,,,
20120131,94106L10,34.76,,,,,,,,,
20120229,94106L10,34.98,,,,,,,,,
20120330,94106L10,34.96,,,,,,,,,
20120430,94106L10,34.2,,,,,,,,,
20120531,94106L10,32.44,,,,,,,,,
20120629,94106L10,33.4,,,,,,,,,
20120731,94106L10,34.4,,,,,,,,,
20120831,94106L10,34.58,,,,,,,,,
20120928,94106L10,32.08,,,,,,,,,
20121031,94106L10,32.74,,,,,,,,,
20121130,94106L10,32.57,,,,,,,,,
20121231,94106L10,33.74,,,,,,,,,
20130131,94106L10,36.38,,,,,,,,,
20130228,94106L10,37.32,,,,,,,,,
20130328,94106L10,39.21,,,,,,,,,
20130430,94106L10,40.98,,,,,,,,,
20130531,94106L10,41.93,,,,,,,,,
20130628,94106L10,40.33,,,,,,,,,
20130731,94106L10,42.03,,,,,,,,,
20130830,94106L10,40.44,,,,,,,,,
20130930,94106L10,41.24,,,,,,,,,
20131031,94106L10,43.54,,,,,,,,,
20131129,94106L10,45.68,,,,,,,,,
20131231,94106L10,44.87,,,,,,,,,
20140131,94106L10,41.78,,,,,,,,,
20140228,94106L10,41.5,,,,,,,,,
20140331,94106L10,42.07,,,,,,,,,
20140430,94106L10,44.45,,,,,,,,,
20140530,94106L10,44.68,,,,,,,,,
20140630,94106L10,44.73,,,,,,,,,
20140731,94106L10,44.89,,,,,,,,,
20140829,94106L10,46.97,,,,,,,,,
20140930,94106L10,47.53,,,,,,,,,
20141031,94106L10,48.89,,,,,,,,,
20141128,94106L10,48.73,,,,,,,,,
20141231,94106L10,51.32,,,,,,,,,
20150130,94106L10,51.43,,,,,,,,,
20150227,94106L10,54.48,,,,,,,,,
20150331,94106L10,54.23,,,,,,,,,
20150430,94106L10,49.53,,,,,,,,,
20150529,94106L10,49.65,,,,,,,,,
20150630,94106L10,46.35,,,,,,,,,
20150731,94106L10,51.13,,,,,,,,,
20150831,94106L10,50.06,,,,,,,,,
20150930,94106L10,49.81,,,,,,,,,
20151030,94106L10,53.76,,,,,,,,,
20151130,94106L10,53.77,,,,,,,,,
20151231,94106L10,53.37,,,,,,,,,
20160129,94106L10,52.95,,,,,,,,,
20160229,94106L10,55.85,,,,,,,,,
20160331,94106L10,59,,,,,,,,,
20160429,94106L10,58.79,,,,,,,,,
20160531,94106L10,60.95,,,,,,,,,
20160630,94106L10,66.27,,,,,,,,,
20160729,94106L10,66.12,,,,,,,,,
20160831,94106L10,63.94,,,,,,,,,
20160930,94106L10,63.76,,,,,,,,,
20161031,94106L10,65.66,,,,,,,,,
20161130,94106L10,69.52,,,,,,,,,
20161230,94106L10,70.91,,,,,,,,,
20061229,2906610,30.59,,,,,,,,,
20070131,2906610,30.74,,,,,,,,,
20070228,2906610,,,,,,,,,,
20061229,5592110,32.2,,,,,,,,,
20070131,5592110,34.39,,,,,,,,,
20070228,5592110,30.86,,,,,,,,,
20070330,5592110,30.79,,,,,,,,,
20070430,5592110,32.37,,,,,,,,,
20070531,5592110,33.14,,,,,,,,,
20070629,5592110,30.3,,,,,,,,,
20070731,5592110,28.72,,,,,,,,,
20070831,5592110,30.62,,,,,,,,,
20070928,5592110,31.23,,,,,,,,,
20071031,5592110,33.84,,,,,,,,,
20071130,5592110,33.08,,,,,,,,,
20071231,5592110,35.64,,,,,,,,,
20080131,5592110,32.07,,,,,,,,,
20080229,5592110,32.28,,,,,,,,,
20080331,5592110,32.52,,,,,,,,,
20080430,5592110,34.76,,,,,,,,,
20080530,5592110,40.1,,,,,,,,,
20080630,5592110,36,,,,,,,,,
20080731,5592110,32.89,,,,,,,,,
20080829,5592110,32.56,,,,,,,,,
20080930,5592110,28.63,,,,,,,,,
20081031,5592110,25.82,,,,,,,,,
20081128,5592110,24.96,,,,,,,,,
20081231,5592110,26.91,,,,,,,,,
20090130,5592110,25.33,,,,,,,,,
20090227,5592110,29.63,,,,,,,,,
20090331,5592110,33,,,,,,,,,
20090430,5592110,34.67,,,,,,,,,
20090529,5592110,34.1,,,,,,,,,
20090630,5592110,33.79,,,,,,,,,
20090731,5592110,34.03,,,,,,,,,
20090831,5592110,35.65,,,,,,,,,
20090930,5592110,37.53,,,,,,,,,
20091030,5592110,37.16,,,,,,,,,
20091130,5592110,38.73,,,,,,,,,
20091231,5592110,40.1,,,,,,,,,
20100129,5592110,38.64,,,,,,,,,
20100226,5592110,36.84,,,,,,,,,
20100331,5592110,38,,,,,,,,,
20100430,5592110,39.36,,,,,,,,,
20100528,5592110,37.01,,,,,,,,,
20100630,5592110,34.63,,,,,,,,,
20100730,5592110,35.58,,,,,,,,,
20100831,5592110,36.05,,,,,,,,,
20100930,5592110,40.48,,,,,,,,,
20101029,5592110,45.46,,,,,,,,,
20101130,5592110,44.4,,,,,,,,,
20101231,5592110,47.14,,,,,,,,,
20110131,5592110,47.7,,,,,,,,,
20110228,5592110,49.5,,,,,,,,,
20110331,5592110,49.74,,,,,,,,,
20110429,5592110,50.23,,,,,,,,,
20110531,5592110,55.83,,,,,,,,,
20110630,5592110,54.7,,,,,,,,,
20110729,5592110,43.22,,,,,,,,,
20110831,5592110,40.61,,,,,,,,,
20110930,5592110,38.56,,,,,,,,,
20111031,5592110,34.76,,,,,,,,,
20111130,5592110,35.66,,,,,,,,,
20111230,5592110,32.78,,,,,,,,,
20120131,5592110,36.26,,,,,,,,,
20120229,5592110,37.44,,,,,,,,,
20120330,5592110,40.16,,,,,,,,,
20120430,5592110,41.26,,,,,,,,,
20120531,5592110,42.32,,,,,,,,,
20120629,5592110,42.68,,,,,,,,,
20120731,5592110,39.6,,,,,,,,,
20120831,5592110,41.4,,,,,,,,,
20120928,5592110,41.49,,,,,,,,,
20121031,5592110,40.7,,,,,,,,,
20121130,5592110,40.96,,,,,,,,,
20121231,5592110,39.62,,,,,,,,,
20130131,5592110,41.55,,,,,,,,,
20130228,5592110,40.11,,,,,,,,,
20130328,5592110,46.33,,,,,,,,,
20130430,5592110,45.48,,,,,,,,,
20130531,5592110,45.3,,,,,,,,,
20130628,5592110,45.13,,,,,,,,,
20130731,5592110,45.98,,,,,,,,,
20130830,5592110,46,,,,,,,,,
20130930,5592110,,,,,,,,,,
20061229,36955010,74.35,,,,,,,,,
20070131,36955010,78.15,,,,,,,,,
20070228,36955010,76.38,,,,,,,,,
20070330,36955010,76.4,,,,,,,,,
20070430,36955010,78.5,,,,,,,,,
20070531,36955010,80.24,,,,,,,,,
20070629,36955010,78.22,,,,,,,,,
20070731,36955010,78.56,,,,,,,,,
20070831,36955010,78.56,,,,,,,,,
20070928,36955010,84.47,,,,,,,,,
20071031,36955010,90.96,,,,,,,,,
20071130,36955010,88.78,,,,,,,,,
20071231,36955010,88.99,,,,,,,,,
20080131,36955010,84.53,,,,,,,,,
20080229,36955010,81.85,,,,,,,,,
20080331,36955010,83.37,,,,,,,,,
20080430,36955010,90.42,,,,,,,,,
20080530,36955010,92.15,,,,,,,,,
20080630,36955010,84.2,,,,,,,,,
20080731,36955010,89.14,,,,,,,,,
20080829,36955010,92.3,,,,,,,,,
20080930,36955010,73.62,,,,,,,,,
20081031,36955010,60.32,,,,,,,,,
20081128,36955010,51.67,,,,,,,,,
20081231,36955010,57.59,,,,,,,,,
20090130,36955010,56.73,,,,,,,,,
20090227,36955010,43.82,,,,,,,,,
20090331,36955010,41.59,,,,,,,,,
20090430,36955010,51.67,,,,,,,,,
20090529,36955010,56.9,,,,,,,,,
20090630,36955010,55.39,,,,,,,,,
20090731,36955010,55.39,,,,,,,,,
20090831,36955010,59.19,,,,,,,,,
20090930,36955010,64.6,,,,,,,,,
20091030,36955010,62.7,,,,,,,,,
20091130,36955010,65.9,,,,,,,,,
20091231,36955010,68.17,,,,,,,,,
20100129,36955010,66.85,,,,,,,,,
20100226,36955010,72.55,,,,,,,,,
20100331,36955010,77.2,,,,,,,,,
20100430,36955010,76.36,,,,,,,,,
20100528,36955010,67.9,,,,,,,,,
20100630,36955010,58.56,,,,,,,,,
20100730,36955010,61.25,,,,,,,,,
20100831,36955010,55.87,,,,,,,,,
20100930,36955010,62.81,,,,,,,,,
20101029,36955010,68.12,,,,,,,,,
20101130,36955010,66.09,,,,,,,,,
20101231,36955010,70.96,,,,,,,,,
20110131,36955010,75.4,,,,,,,,,
20110228,36955010,76.12,,,,,,,,,
20110331,36955010,76.56,,,,,,,,,
20110429,36955010,72.82,,,,,,,,,
20110531,36955010,74.22,,,,,,,,,
20110630,36955010,74.52,,,,,,,,,
20110729,36955010,68.14,,,,,,,,,
20110831,36955010,64.08,,,,,,,,,
20110930,36955010,56.89,,,,,,,,,
20111031,36955010,64.19,,,,,,,,,
20111130,36955010,66.06,,,,,,,,,
20111230,36955010,66.41,,,,,,,,,
20120131,36955010,69.16,,,,,,,,,
20120229,36955010,73.23,,,,,,,,,
20120330,36955010,73.38,,,,,,,,,
20120430,36955010,67.5,,,,,,,,,
20120531,36955010,64.01,,,,,,,,,
20120629,36955010,65.96,,,,,,,,,
20120731,36955010,63.44,,,,,,,,,
20120831,36955010,65.51,,,,,,,,,
20120928,36955010,66.12,,,,,,,,,
20121031,36955010,68.08,,,,,,,,,
20121130,36955010,66.5,,,,,,,,,
20121231,36955010,69.27,,,,,,,,,
20130131,36955010,66.3,,,,,,,,,
20130228,36955010,67.97,,,,,,,,,
20130328,36955010,70.51,,,,,,,,,
20130430,36955010,73.96,,,,,,,,,
20130531,36955010,77.1,,,,,,,,,
20130628,36955010,78.33,,,,,,,,,
20130731,36955010,85.34,,,,,,,,,
20130830,36955010,83.25,,,,,,,,,
20130930,36955010,87.52,,,,,,,,,
20131031,36955010,86.63,,,,,,,,,
20131129,36955010,91.66,,,,,,,,,
20131231,36955010,95.55,,,,,,,,,
20140131,36955010,101.31,,,,,,,,,
20140228,36955010,109.54,,,,,,,,,
20140331,36955010,108.92,,,,,,,,,
20140430,36955010,109.45,,,,,,,,,
20140530,36955010,118.12,,,,,,,,,
20140630,36955010,116.55,,,,,,,,,
20140731,36955010,116.77,,,,,,,,,
20140829,36955010,123.25,,,,,,,,,
20140930,36955010,127.09,,,,,,,,,
20141031,36955010,139.75999,,,,,,,,,
20141128,36955010,145.36,,,,,,,,,
20141231,36955010,137.62,,,,,,,,,
20150130,36955010,133.21001,,,,,,,,,
20150227,36955010,138.78,,,,,,,,,
20150331,36955010,135.73,,,,,,,,,
20150430,36955010,137.32001,,,,,,,,,
20150529,36955010,140.16,,,,,,,,,
20150630,36955010,141.69,,,,,,,,,
20150731,36955010,149.11,,,,,,,,,
20150831,36955010,142.03,,,,,,,,,
20150930,36955010,137.95,,,,,,,,,
20151030,36955010,148.58,,,,,,,,,
20151130,36955010,146.46001,,,,,,,,,
20151231,36955010,137.36,,,,,,,,,
20160129,36955010,133.77,,,,,,,,,
20160229,36955010,136.27,,,,,,,,,
20160331,36955010,131.37,,,,,,,,,
20160429,36955010,140.52,,,,,,,,,
20160531,36955010,141.87,,,,,,,,,
20160630,36955010,139.24001,,,,,,,,,
20160729,36955010,146.89,,,,,,,,,
20160831,36955010,152.22,,,,,,,,,
20160930,36955010,155.16,,,,,,,,,
20161031,36955010,150.74001,,,,,,,,,
20161130,36955010,175.35001,,,,,,,,,
20161230,36955010,172.66,,,,,,,,,
20061229,36960410,37.21,,,,,,,,,
20070131,36960410,36.05,,,,,,,,,
20070228,36960410,34.91,,,,,,,,,
20070330,36960410,35.36,,,,,,,,,
20070430,36960410,36.86,,,,,,,,,
20070531,36960410,37.58,,,,,,,,,
20070629,36960410,38.28,,,,,,,,,
20070731,36960410,38.76,,,,,,,,,
20070831,36960410,38.87,,,,,,,,,
20070928,36960410,41.4,,,,,,,,,
20071031,36960410,41.16,,,,,,,,,
20071130,36960410,38.29,,,,,,,,,
20071231,36960410,37.07,,,,,,,,,
20080131,36960410,35.36,,,,,,,,,
20080229,36960410,33.14,,,,,,,,,
20080331,36960410,37.01,,,,,,,,,
20080430,36960410,32.7,,,,,,,,,
20080530,36960410,30.72,,,,,,,,,
20080630,36960410,26.69,,,,,,,,,
20080731,36960410,28.29,,,,,,,,,
20080829,36960410,28.1,,,,,,,,,
20080930,36960410,25.5,,,,,,,,,
20081031,36960410,19.51,,,,,,,,,
20081128,36960410,17.17,,,,,,,,,
20081231,36960410,16.2,,,,,,,,,
20090130,36960410,12.13,,,,,,,,,
20090227,36960410,8.51,,,,,,,,,
20090331,36960410,10.11,,,,,,,,,
20090430,36960410,12.65,,,,,,,,,
20090529,36960410,13.48,,,,,,,,,
20090630,36960410,11.72,,,,,,,,,
20090731,36960410,13.4,,,,,,,,,
20090831,36960410,13.9,,,,,,,,,
20090930,36960410,16.42,,,,,,,,,
20091030,36960410,14.26,,,,,,,,,
20091130,36960410,16.02,,,,,,,,,
20091231,36960410,15.13,,,,,,,,,
20100129,36960410,16.08,,,,,,,,,
20100226,36960410,16.06,,,,,,,,,
20100331,36960410,18.2,,,,,,,,,
20100430,36960410,18.86,,,,,,,,,
20100528,36960410,16.35,,,,,,,,,
20100630,36960410,14.42,,,,,,,,,
20100730,36960410,16.12,,,,,,,,,
20100831,36960410,14.48,,,,,,,,,
20100930,36960410,16.25,,,,,,,,,
20101029,36960410,16.02,,,,,,,,,
20101130,36960410,15.83,,,,,,,,,
20101231,36960410,18.29,,,,,,,,,
20110131,36960410,20.14,,,,,,,,,
20110228,36960410,20.92,,,,,,,,,
20110331,36960410,20.05,,,,,,,,,
20110429,36960410,20.45,,,,,,,,,
20110531,36960410,19.64,,,,,,,,,
20110630,36960410,18.86,,,,,,,,,
20110729,36960410,17.91,,,,,,,,,
20110831,36960410,16.31,,,,,,,,,
20110930,36960410,15.22,,,,,,,,,
20111031,36960410,16.71,,,,,,,,,
20111130,36960410,15.91,,,,,,,,,
20111230,36960410,17.91,,,,,,,,,
20120131,36960410,18.71,,,,,,,,,
20120229,36960410,19.05,,,,,,,,,
20120330,36960410,20.07,,,,,,,,,
20120430,36960410,19.58,,,,,,,,,
20120531,36960410,19.09,,,,,,,,,
20120629,36960410,20.84,,,,,,,,,
20120731,36960410,20.75,,,,,,,,,
20120831,36960410,20.71,,,,,,,,,
20120928,36960410,22.71,,,,,,,,,
20121031,36960410,21.06,,,,,,,,,
20121130,36960410,21.13,,,,,,,,,
20121231,36960410,20.99,,,,,,,,,
20130131,36960410,22.28,,,,,,,,,
20130228,36960410,23.22,,,,,,,,,
20130328,36960410,23.12,,,,,,,,,
20130430,36960410,22.29,,,,,,,,,
20130531,36960410,23.32,,,,,,,,,
20130628,36960410,23.19,,,,,,,,,
20130731,36960410,24.37,,,,,,,,,
20130830,36960410,23.14,,,,,,,,,
20130930,36960410,23.89,,,,,,,,,
20131031,36960410,26.14,,,,,,,,,
20131129,36960410,26.66,,,,,,,,,
20131231,36960410,28.03,,,,,,,,,
20140131,36960410,25.13,,,,,,,,,
20140228,36960410,25.47,,,,,,,,,
20140331,36960410,25.89,,,,,,,,,
20140430,36960410,26.89,,,,,,,,,
20140530,36960410,26.79,,,,,,,,,
20140630,36960410,26.28,,,,,,,,,
20140731,36960410,25.15,,,,,,,,,
20140829,36960410,25.98,,,,,,,,,
20140930,36960410,25.62,,,,,,,,,
20141031,36960410,25.81,,,,,,,,,
20141128,36960410,26.49,,,,,,,,,
20141231,36960410,25.27,,,,,,,,,
20150130,36960410,23.89,,,,,,,,,
20150227,36960410,25.99,,,,,,,,,
20150331,36960410,24.81,,,,,,,,,
20150430,36960410,27.08,,,,,,,,,
20150529,36960410,27.27,,,,,,,,,
20150630,36960410,26.57,,,,,,,,,
20150731,36960410,26.1,,,,,,,,,
20150831,36960410,24.82,,,,,,,,,
20150930,36960410,25.22,,,,,,,,,
20151030,36960410,28.92,,,,,,,,,
20151130,36960410,29.94,,,,,,,,,
20151231,36960410,31.15,,,,,,,,,
20160129,36960410,29.1,,,,,,,,,
20160229,36960410,29.14,,,,,,,,,
20160331,36960410,31.79,,,,,,,,,
20160429,36960410,30.75,,,,,,,,,
20160531,36960410,30.23,,,,,,,,,
20160630,36960410,31.48,,,,,,,,,
20160729,36960410,31.14,,,,,,,,,
20160831,36960410,31.24,,,,,,,,,
20160930,36960410,29.62,,,,,,,,,
20161031,36960410,29.1,,,,,,,,,
20161130,36960410,30.76,,,,,,,,,
20161230,36960410,31.6,,,,,,,,,
20061229,50540R40,73.47,,,,,,,,,
20070131,50540R40,73.44,,,,,,,,,
20070228,50540R40,79.68,,,,,,,,,
20070330,50540R40,72.63,,,,,,,,,
20070430,50540R40,78.94,,,,,,,,,
20070531,50540R40,78.74,,,,,,,,,
20070629,50540R40,78.26,,,,,,,,,
20070731,50540R40,73.85,,,,,,,,,
20070831,50540R40,77.66,,,,,,,,,
20070928,50540R40,78.23,,,,,,,,,
20071031,50540R40,68.75,,,,,,,,,
20071130,50540R40,72.67,,,,,,,,,
20071231,50540R40,75.53,,,,,,,,,
20080131,50540R40,73.77,,,,,,,,,
20080229,50540R40,77.31,,,,,,,,,
20080331,50540R40,73.68,,,,,,,,,
20080430,50540R40,75.62,,,,,,,,,
20080530,50540R40,73.79,,,,,,,,,
20080630,50540R40,69.63,,,,,,,,,
20080731,50540R40,67.58,,,,,,,,,
20080829,50540R40,73.15,,,,,,,,,
20080930,50540R40,69.5,,,,,,,,,
20081031,50540R40,61.49,,,,,,,,,
20081128,50540R40,63.36,,,,,,,,,
20081231,50540R40,64.41,,,,,,,,,
20090130,50540R40,59.2,,,,,,,,,
20090227,50540R40,55.01,,,,,,,,,
20090331,50540R40,58.49,,,,,,,,,
20090430,50540R40,64.15,,,,,,,,,
20090529,50540R40,60.96,,,,,,,,,
20090630,50540R40,67.79,,,,,,,,,
20090731,50540R40,67.19,,,,,,,,,
20090831,50540R40,69.79,,,,,,,,,
20090930,50540R40,65.7,,,,,,,,,
20091030,50540R40,68.89,,,,,,,,,
20091130,50540R40,72.96,,,,,,,,,
20091231,50540R40,74.84,,,,,,,,,
20100129,50540R40,71.1,,,,,,,,,
20100226,50540R40,73.31,,,,,,,,,
20100331,50540R40,75.71,,,,,,,,,
20100430,50540R40,78.57,,,,,,,,,
20100528,50540R40,75.61,,,,,,,,,
20100630,50540R40,75.35,,,,,,,,,
20100730,50540R40,72.98,,,,,,,,,
20100831,50540R40,72.62,,,,,,,,,
20100930,50540R40,78.43,,,,,,,,,
20101029,50540R40,81.32,,,,,,,,,
20101130,50540R40,82.03,,,,,,,,,
20101231,50540R40,87.92,,,,,,,,,
20110131,50540R40,89.91,,,,,,,,,
20110228,50540R40,90.13,,,,,,,,,
20110331,50540R40,92.13,,,,,,,,,
20110429,50540R40,96.47,,,,,,,,,
20110531,50540R40,100.83,,,,,,,,,
20110630,50540R40,96.79,,,,,,,,,
20110729,50540R40,90.76,,,,,,,,,
20110831,50540R40,83.53,,,,,,,,,
20110930,50540R40,79.05,,,,,,,,,
20111031,50540R40,83.85,,,,,,,,,
20111130,50540R40,85.72,,,,,,,,,
20111230,50540R40,85.97,,,,,,,,,
20120131,50540R40,91.39,,,,,,,,,
20120229,50540R40,89.89,,,,,,,,,
20120330,50540R40,91.54,,,,,,,,,
20120430,50540R40,87.89,,,,,,,,,
20120531,50540R40,83.28,,,,,,,,,
20120629,50540R40,92.61,,,,,,,,,
20120731,50540R40,84.09,,,,,,,,,
20120831,50540R40,87.95,,,,,,,,,
20120928,50540R40,92.47,,,,,,,,,
20121031,50540R40,84.73,,,,,,,,,
20121130,50540R40,84.59,,,,,,,,,
20121231,50540R40,86.62,,,,,,,,,
20130131,50540R40,89.5,,,,,,,,,
20130228,50540R40,88.6,,,,,,,,,
20130328,50540R40,90.2,,,,,,,,,
20130430,50540R40,93.36,,,,,,,,,
20130531,50540R40,99.49,,,,,,,,,
20130628,50540R40,100.1,,,,,,,,,
20130731,50540R40,96.74,,,,,,,,,
20130830,50540R40,95.72,,,,,,,,,
20130930,50540R40,99.14,,,,,,,,,
